Date,Open,High,Low,Close,SharesTraded,Turnover(Rs.Cr)
25-Mar-2021,34388.80,34419.35,33453.90,33554.20,381812591,7443.92
26-Mar-2021,33826.70,34068.35,33724.90,33962.55,252436546,6420.58
30-Mar-2021,34243.60,34488.45,33974.10,34079.35,334689554,8893.59
31-Mar-2021,34173.80,34342.45,34002.50,34176.25,474134644,7916.17
01-Apr-2021,34365.60,34743.60,34238.40,34689.55,312161706,7090.29
05-Apr-2021,34735.00,34735.00,33947.45,34370.65,330790966,8940.27
06-Apr-2021,34516.80,34768.35,34340.85,34714.05,275042173,8637.47
07-Apr-2021,34793.00,35090.55,34754.40,35057.25,327502497,10408.94
08-Apr-2021,35179.45,35471.90,35143.55,35321.15,268878677,8758.62
09-Apr-2021,35346.95,35538.90,35235.85,35358.90,328495915,10544.94
12-Apr-2021,34813.95,34829.55,33562.50,33713.95,499426713,11271.46
13-Apr-2021,33800.55,34197.15,33592.45,34063.50,386654313,8783.68
15-Apr-2021,34082.40,34326.85,33701.65,34273.25,320784971,8457.21
16-Apr-2021,34385.50,34810.75,34347.75,34640.70,318119720,8988.30
19-Apr-2021,33913.95,34122.80,33513.60,34047.25,340006675,9223.12
20-Apr-2021,34418.95,34636.85,33928.65,34199.40,391052778,12471.33
22-Apr-2021,34132.45,34327.20,33971.70,34242.85,319110978,9545.44
23-Apr-2021,34196.80,34483.20,34078.80,34284.85,390387424,9819.67
26-Apr-2021,34520.55,34585.05,34366.00,34457.65,291384798,8708.92
27-Apr-2021,34605.95,34777.35,34558.30,34724.65,358515927,7764.77
28-Apr-2021,34952.50,35036.30,34861.75,34938.15,310230992,7887.13
29-Apr-2021,35160.15,35269.65,34818.10,34926.20,405197979,7490.69
30-Apr-2021,34746.35,35129.30,34676.35,34759.20,374231017,8805.95
03-May-2021,34526.25,35094.50,34416.25,35059.55,501845106,8441.58
04-May-2021,35298.00,35334.00,34819.85,34921.45,701526642,9592.95
05-May-2021,35185.55,35550.20,35024.75,35496.20,503219758,14655.61
06-May-2021,35687.00,35768.80,35437.40,35697.70,423904669,9736.21
07-May-2021,35933.95,35947.90,35760.25,35816.95,456764378,10293.66
10-May-2021,35987.05,36222.10,35974.00,36190.15,526404713,11410.39
11-May-2021,36005.25,36310.25,35821.15,36263.40,572618303,10263.56
12-May-2021,36484.80,36565.05,36164.15,36308.65,765295750,14904.97
14-May-2021,36486.95,36489.50,35627.45,35790.80,498686881,11838.88
17-May-2021,35988.30,36278.10,35806.85,36242.35,372679895,9268.86
18-May-2021,36609.90,36781.00,36555.85,36726.15,335547300,9777.02
19-May-2021,36815.60,37041.85,36717.60,36967.30,386843035,10353.31
20-May-2021,37047.35,37129.25,36762.20,36946.60,570821797,10438.56
21-May-2021,37231.85,37312.90,37070.60,37104.85,466743341,10942.72
24-May-2021,37241.00,37429.15,37200.05,37371.20,752161020,11275.43
25-May-2021,37634.35,37670.25,37152.30,37239.80,411352523,9419.78
26-May-2021,37359.50,37374.80,37105.30,37192.85,397983776,8449.69
27-May-2021,37363.30,37448.90,37125.45,37366.50,1024923156,25976.68
28-May-2021,37533.00,37658.80,37341.35,37394.45,539416406,8303.77
31-May-2021,37515.80,37791.65,37390.20,37728.55,466873490,9125.84
01-Jun-2021,37872.45,37935.05,37450.80,37688.10,339148221,7726.11
02-Jun-2021,37714.40,38430.10,37710.05,38379.95,732411467,16595.36
03-Jun-2021,38587.90,38790.90,38518.55,38736.35,557131117,14676.70
04-Jun-2021,38872.15,38945.10,38696.40,38914.50,510354471,13075.38
07-Jun-2021,39084.30,39118.85,38904.50,38948.05,889127492,11811.83
08-Jun-2021,39053.50,39150.60,38781.60,39096.75,538792557,11309.77
09-Jun-2021,39200.20,39364.05,38487.45,38734.85,582758336,12201.89
10-Jun-2021,38943.20,39235.80,38885.25,39207.65,494237640,9427.17
11-Jun-2021,39347.45,39399.60,39007.35,39294.85,373521457,9110.14
14-Jun-2021,39046.65,39191.25,38290.25,39121.95,517603097,13565.79
15-Jun-2021,39246.90,39351.60,39172.35,39248.75,280680457,10271.07
16-Jun-2021,39168.10,39310.15,38786.50,38883.10,288171367,9708.02
17-Jun-2021,38496.30,38872.65,38352.05,38519.30,330130648,11109.52
18-Jun-2021,38478.50,38554.90,37479.85,38315.15,455035902,18208.93
21-Jun-2021,37872.85,38685.90,37769.10,38648.95,395616836,10808.83
22-Jun-2021,38888.15,39106.55,38783.65,38839.05,357562935,9976.46
23-Jun-2021,39048.75,39075.25,38482.35,38525.00,430465731,9820.71
24-Jun-2021,38557.20,38582.20,38268.65,38340.90,295510359,7446.37
25-Jun-2021,38436.50,38647.25,38341.90,38603.45,269227409,7244.27
28-Jun-2021,38724.90,38874.30,38602.25,38754.35,337559659,7878.19
29-Jun-2021,38779.30,39015.30,38593.25,38678.15,364527469,9292.61
30-Jun-2021,38759.15,38846.85,38459.00,38513.25,289230714,6718.48
01-Jul-2021,38588.30,38727.00,38524.55,38642.25,235553325,7406.31
02-Jul-2021,38681.80,38726.70,38443.55,38533.85,222019533,6961.04
05-Jul-2021,38713.60,38827.05,38643.70,38776.00,227926447,8395.01
06-Jul-2021,38737.30,39070.25,38708.80,38772.75,287110826,8753.62
07-Jul-2021,38765.20,39012.95,38625.00,38936.35,236964941,6652.17
08-Jul-2021,39008.55,39184.70,38727.55,38855.55,251850956,6976.91
09-Jul-2021,38871.45,38956.65,38794.15,38919.95,203697938,5433.87
12-Jul-2021,39091.80,39148.80,38894.90,38949.35,242970288,5441.55
13-Jul-2021,39116.05,39120.10,38804.70,38873.50,246899950,6260.40
14-Jul-2021,38965.40,38973.35,38801.65,38874.00,168073343,5795.99
15-Jul-2021,38987.20,39066.65,38930.80,39001.85,308683077,6724.72
16-Jul-2021,39082.75,39217.25,38982.10,39188.15,284088947,9605.83
19-Jul-2021,39020.35,39234.70,38760.05,38934.75,244526513,7067.53
20-Jul-2021,38914.40,38936.25,38413.85,38676.20,300385922,9062.22
22-Jul-2021,39001.55,39410.90,38956.25,39359.75,236102685,11340.73
23-Jul-2021,39444.30,39521.85,39122.00,39312.35,249211765,9050.61
26-Jul-2021,39371.80,39459.75,39167.95,39351.30,404461911,8116.62
27-Jul-2021,39454.65,39572.20,39007.30,39105.40,310138496,8721.05
28-Jul-2021,39213.20,39213.20,38659.85,39174.85,292313143,7192.03
29-Jul-2021,39346.15,39430.80,39116.30,39196.25,291512783,7781.53
30-Jul-2021,39347.00,39587.40,39210.00,39363.65,294431167,8183.48
02-Aug-2021,39607.60,39757.20,39485.95,39721.35,293424261,7686.46
03-Aug-2021,39904.75,40104.60,39828.10,40053.10,283371411,8693.07
04-Aug-2021,40209.25,40273.40,39698.85,39765.85,281672312,7429.74
05-Aug-2021,39861.35,39861.35,39401.10,39678.85,271170584,6588.19
06-Aug-2021,39757.75,39861.65,39685.55,39762.90,282424138,9164.62
09-Aug-2021,39931.70,39931.70,39402.50,39579.70,191527510,7340.83
10-Aug-2021,39698.05,39750.45,39099.85,39420.40,245838854,7131.72
11-Aug-2021,39436.60,39497.00,38634.35,39331.15,315676312,9715.06
12-Aug-2021,39389.60,39488.45,39188.05,39451.80,215165402,7419.37
13-Aug-2021,39529.30,39666.75,39344.85,39500.85,244736129,8672.68
16-Aug-2021,39543.80,39584.30,39381.95,39548.05,184650578,7362.11
17-Aug-2021,39568.80,39803.15,39382.95,39755.20,315508130,13003.09
18-Aug-2021,39827.55,40080.15,39799.60,39973.65,279144847,11582.38
20-Aug-2021,39660.40,39933.70,39228.95,39381.85,302328049,10997.58
23-Aug-2021,39697.75,39770.60,39022.30,39220.15,354589943,10323.81
24-Aug-2021,39460.35,39655.60,39233.30,39601.80,337377438,9339.27
25-Aug-2021,39777.20,39842.05,39645.95,39784.95,256477251,8010.87
26-Aug-2021,39932.50,40055.35,39733.85,39904.05,274387916,8204.90
27-Aug-2021,40090.35,40427.00,39936.20,40403.90,225416721,7911.02
30-Aug-2021,40594.90,41052.15,40585.85,41028.50,263142028,7370.73
31-Aug-2021,41104.45,41639.60,40992.85,41585.45,310204451,11917.75
01-Sep-2021,41790.10,41939.00,41595.30,41887.55,313379327,8360.08
02-Sep-2021,41950.00,42345.70,41876.25,42315.65,325625931,8986.15
03-Sep-2021,42521.70,42591.65,42288.75,42559.10,279722473,7933.21
06-Sep-2021,42788.00,42790.85,42467.40,42503.50,174676721,6227.83
07-Sep-2021,42626.95,42695.70,42186.85,42357.70,195096982,6443.19
08-Sep-2021,42420.25,42637.55,42272.10,42588.85,290224445,8089.96
09-Sep-2021,42578.20,42799.15,42508.65,42774.50,185566893,6007.99
13-Sep-2021,42814.35,42958.30,42637.75,42907.50,215649673,6302.91
14-Sep-2021,43082.00,43181.95,42948.65,43041.95,926632170,8901.95
15-Sep-2021,43187.05,43268.05,43098.20,43212.10,503190302,8358.51
16-Sep-2021,43406.00,43562.60,43307.35,43514.60,1230273064,10228.13
17-Sep-2021,43573.50,43633.30,42920.05,43157.25,903397258,14710.92
20-Sep-2021,42797.65,43030.45,42262.80,42354.55,341228789,7816.11
21-Sep-2021,42296.40,42766.35,41936.35,42725.15,300921506,11381.58
22-Sep-2021,42807.60,43066.30,42754.30,42957.55,251672925,7947.88
23-Sep-2021,43212.10,43478.60,43137.50,43437.70,293951496,11460.78
24-Sep-2021,43596.05,43648.35,42959.85,43071.65,301973474,11877.98
27-Sep-2021,43223.55,43235.60,42664.60,42949.75,228118057,9223.31
28-Sep-2021,43043.70,43073.70,42423.95,42640.70,366836365,9760.50
29-Sep-2021,42426.45,42664.80,42321.90,42411.05,452857083,11720.09
30-Sep-2021,42519.70,42613.40,42284.25,42383.85,396321802,9650.17
01-Oct-2021,42343.90,42560.20,42109.90,42513.65,541307994,9408.79
04-Oct-2021,42772.35,43199.40,42679.25,43159.55,406878602,9987.39
05-Oct-2021,43198.45,43382.40,43111.50,43332.25,363877038,9060.61
06-Oct-2021,43546.50,43726.15,42832.80,42919.30,434595336,9939.02
07-Oct-2021,43308.50,43506.05,43250.60,43371.05,365866596,8871.75
08-Oct-2021,43580.60,43621.70,43218.30,43270.70,365768540,8757.96
11-Oct-2021,43440.50,43630.20,43257.15,43465.15,307567109,7616.49
12-Oct-2021,43596.15,43850.75,43392.70,43792.85,368643632,9061.26
13-Oct-2021,44052.85,44401.10,43956.75,44217.25,395099191,10310.37
14-Oct-2021,44444.35,44860.15,44427.75,44597.40,437996554,10577.83
18-Oct-2021,45216.55,45290.80,44657.00,44708.10,1123840673,15702.71
19-Oct-2021,45138.85,45209.40,43954.65,44085.45,572187173,13703.82
20-Oct-2021,44097.20,44122.15,43029.25,43322.70,461091752,12707.78
21-Oct-2021,43628.85,43673.20,42633.65,43002.40,682663483,12739.31
22-Oct-2021,43114.95,43204.75,42192.50,42403.80,663406891,9786.33
25-Oct-2021,42592.60,42600.25,41371.25,42032.60,586142219,9891.71
26-Oct-2021,42094.05,42586.85,42057.85,42528.95,605322788,9495.23
27-Oct-2021,42666.45,42984.35,42610.45,42748.65,488497169,9674.04
28-Oct-2021,42727.20,42737.20,41722.90,41842.65,728267713,12208.47
29-Oct-2021,41899.60,42497.60,41273.05,42087.00,577461634,12811.93
01-Nov-2021,42401.60,42692.00,42014.40,42610.85,524997901,10990.16
02-Nov-2021,42678.85,42829.85,42565.40,42629.65,368167220,9491.72
03-Nov-2021,42781.00,42950.35,42473.70,42872.50,349173484,8718.44
04-Nov-2021,43165.85,43265.85,43052.85,43099.35,71071873,1222.64
08-Nov-2021,43388.45,43713.90,42891.85,43660.85,367537526,9843.49
09-Nov-2021,43736.85,43862.60,43571.55,43822.00,338686633,9538.52
10-Nov-2021,43669.95,44003.70,43582.80,43898.45,400491662,10976.71
11-Nov-2021,43902.00,43983.05,43598.70,43710.05,338368549,8910.79
12-Nov-2021,44024.75,44265.65,43877.75,44242.55,224267149,9222.11
15-Nov-2021,44490.55,44532.65,44209.00,44362.15,205234132,8451.46
16-Nov-2021,44421.20,44597.50,44191.10,44290.20,238696366,7500.39
17-Nov-2021,44194.20,44603.50,44148.95,44241.45,209327098,9754.97
18-Nov-2021,44313.00,44388.30,43362.50,43615.45,392672865,10452.00
22-Nov-2021,43777.15,43808.60,42321.45,42804.40,384074220,10522.58
23-Nov-2021,42644.15,43519.25,42508.05,43448.05,647283142,19117.09
24-Nov-2021,43557.25,43657.35,43073.60,43216.00,272378833,8262.47
25-Nov-2021,43287.75,43683.95,42870.05,43588.70,275160617,8770.92
26-Nov-2021,43189.80,43292.60,42143.80,42271.35,388565675,11734.84
29-Nov-2021,42060.10,42203.55,41096.60,41883.70,312422503,9060.91
30-Nov-2021,41852.10,42542.50,41574.90,41782.35,480145267,12777.03
01-Dec-2021,41923.40,42196.65,41602.40,42022.55,330854928,7635.36
02-Dec-2021,42131.00,42495.45,42003.95,42438.70,246325975,7530.51
03-Dec-2021,42540.05,42726.45,42295.25,42353.65,274976620,7436.31
06-Dec-2021,42460.65,42470.30,41466.00,41536.70,293387164,6002.45
07-Dec-2021,41867.50,42269.55,41728.70,42165.65,517929412,7425.63
08-Dec-2021,42356.75,42743.85,42351.00,42711.85,307155609,7357.30
09-Dec-2021,42825.00,42882.50,42572.70,42801.90,566425182,7513.16
10-Dec-2021,42772.75,43013.80,42737.35,42968.05,497476811,8146.61
13-Dec-2021,43338.05,43413.60,42699.35,42760.10,496275372,8725.47
14-Dec-2021,42673.65,42939.25,42500.90,42900.00,352881642,9089.07
15-Dec-2021,42910.10,42945.15,42486.80,42545.75,274178144,6066.50
16-Dec-2021,42812.55,42854.25,42306.40,42399.00,281509183,5440.63
17-Dec-2021,42341.10,42367.15,41259.55,41353.60,322989561,8013.49
20-Dec-2021,40957.55,40980.95,39720.40,40183.85,376462280,7925.66
21-Dec-2021,40481.35,41186.85,40430.30,40941.75,290600298,6694.07
22-Dec-2021,41187.50,41568.15,41128.85,41503.50,295952147,5699.72
23-Dec-2021,41787.30,41989.05,41762.75,41947.00,236660074,6224.11
24-Dec-2021,42067.80,42094.40,41465.60,41509.05,255536499,4878.86
27-Dec-2021,41459.65,41666.25,41134.65,41618.65,219213293,4972.52
28-Dec-2021,41833.20,42022.25,41794.85,41993.60,217641930,4638.22
29-Dec-2021,42002.05,42117.10,41836.00,41898.10,255129630,4322.97
30-Dec-2021,41849.80,41867.55,41507.50,41577.50,272728300,5443.86
31-Dec-2021,41641.05,42258.30,41638.80,42217.90,204471233,4584.69
