Date,Open,High,Low,Close,SharesTraded,Turnover(Rs.Cr)
02-Mar-2020,26870.10,27216.20,26164.40,26404.30,564245515,8706.66
03-Mar-2020,26609.25,27035.55,26557.40,26926.30,579933863,7373.07
04-Mar-2020,27077.35,27103.30,26367.10,26717.15,471520774,7582.19
05-Mar-2020,26874.70,27097.90,26710.85,26877.55,598028285,6959.26
06-Mar-2020,26000.05,26397.70,25905.75,26291.85,580086476,6825.40
09-Mar-2020,25843.85,25899.45,25009.35,25139.45,978827563,7362.06
11-Mar-2020,25065.40,25454.30,24888.10,24955.60,1004340848,6874.34
12-Mar-2020,24047.10,24087.45,22629.65,22776.40,1157846401,8801.82
13-Mar-2020,21140.65,23851.45,20224.00,23423.80,1807378431,8537.34
16-Mar-2020,22653.00,23190.15,21998.45,22184.35,1607441821,6679.12
17-Mar-2020,22210.00,22802.55,21843.00,22003.15,977059121,6544.99
18-Mar-2020,22300.85,22370.80,20816.00,20924.75,2592956381,8181.84
19-Mar-2020,19964.05,20975.15,19387.65,20238.25,1031291168,7261.83
20-Mar-2020,20421.75,21369.40,20071.05,20963.80,925603840,8416.43
23-Mar-2020,19308.85,19803.30,18442.95,18524.65,570879654,4234.33
24-Mar-2020,18781.00,19379.10,18384.05,18720.10,572467091,5028.04
25-Mar-2020,18504.40,19502.70,18482.45,19393.00,417247613,5234.54
26-Mar-2020,19714.50,20713.50,19490.75,20459.85,554009762,7165.65
27-Mar-2020,21002.40,21482.05,20206.90,20431.60,504853721,7072.53
30-Mar-2020,20085.80,20609.25,19776.50,20263.00,297354724,4274.51
31-Mar-2020,20788.05,21194.70,20429.35,21116.25,392164493,4845.73
01-Apr-2020,21168.30,21286.00,20592.65,20664.55,401002645,4174.21
03-Apr-2020,20730.70,20744.30,20277.25,20399.70,436466163,5701.34
07-Apr-2020,21068.50,21766.40,20841.10,21702.30,459826333,7331.29
08-Apr-2020,21675.50,22700.45,21565.95,22139.65,549904885,8656.08
09-Apr-2020,22602.80,23044.30,22582.30,22898.85,435724412,7990.75
13-Apr-2020,22903.55,22950.50,22389.60,22864.50,1086481582,7739.00
15-Apr-2020,23056.15,23598.95,22853.75,23051.15,1069676598,8552.19
16-Apr-2020,22950.30,23394.55,22735.70,23222.85,747613721,7504.90
17-Apr-2020,23862.15,23917.95,23215.00,23513.70,992325901,8966.88
20-Apr-2020,23726.60,23730.10,23371.25,23395.40,649208265,7573.69
21-Apr-2020,22953.35,23183.60,22787.50,23022.85,572172227,8713.45
22-Apr-2020,23027.95,23361.30,22769.45,23310.75,736646997,8648.71
23-Apr-2020,23438.50,23828.50,23305.90,23372.65,928940289,6771.00
24-Apr-2020,23117.60,23335.00,22930.80,22963.80,571071458,7970.73
27-Apr-2020,23170.75,23490.70,23158.55,23429.25,508458555,7362.80
28-Apr-2020,23680.25,23691.60,23234.40,23367.95,550463499,6313.24
29-Apr-2020,23498.20,23694.70,23426.55,23624.05,727077340,7085.38
30-Apr-2020,23967.45,24164.30,23845.30,24102.75,693100856,8745.46
04-May-2020,23432.00,23486.15,23077.75,23108.95,732616722,8009.11
05-May-2020,23435.70,23556.30,22740.90,22791.50,491226293,7592.03
06-May-2020,22823.95,23099.80,22527.25,23009.80,730068467,7436.31
07-May-2020,22974.15,23125.45,22716.35,22759.85,366604863,5506.12
08-May-2020,23030.00,23123.30,22919.45,22959.50,400797442,5735.83
11-May-2020,23182.35,23371.80,23161.90,23201.45,1197778528,6386.35
12-May-2020,23087.95,23239.35,22794.95,23164.65,840452937,6718.34
13-May-2020,23876.40,23891.75,23359.50,23457.65,858055518,8031.12
14-May-2020,23330.05,23535.35,23217.25,23306.60,563833503,7767.30
15-May-2020,23378.30,23397.95,23105.80,23177.80,502421149,6742.67
18-May-2020,23186.50,23191.85,22365.30,22447.40,665648203,7157.82
19-May-2020,22715.50,22868.55,22477.70,22567.80,1150427255,6304.12
20-May-2020,22581.50,23070.15,22528.85,23003.10,733989821,5983.48
21-May-2020,23097.20,23384.75,23055.90,23283.05,701378591,8125.97
22-May-2020,23231.10,23413.15,23011.60,23031.55,641150817,6697.54
26-May-2020,23111.95,23175.50,23000.50,23061.80,484724785,5815.36
27-May-2020,23089.80,23140.25,22855.35,23088.50,468934877,5629.47
28-May-2020,23163.25,23539.95,23114.50,23496.50,859848421,7247.70
29-May-2020,23413.15,24152.30,23366.40,24065.00,2977007826,16181.92
01-Jun-2020,24291.45,24545.15,24273.65,24440.50,988895705,9318.73
02-Jun-2020,24561.70,24716.55,24440.95,24600.00,1359384723,8998.42
03-Jun-2020,24844.35,25065.95,24673.60,24745.20,1414503799,10687.68
04-Jun-2020,24850.30,25083.85,24585.35,24854.80,1330591935,10162.13
05-Jun-2020,25048.80,25368.25,24947.00,25324.80,2270186643,9849.17
08-Jun-2020,25681.45,25699.25,25208.70,25329.45,2525497648,11921.40
09-Jun-2020,25489.00,25666.15,25046.05,25162.65,2026714563,11131.41
10-Jun-2020,25188.75,25241.00,24963.70,25153.75,1508209734,9073.99
11-Jun-2020,25142.00,25387.90,24728.55,24768.80,2651788003,10062.39
12-Jun-2020,23913.85,25071.95,23907.35,25018.75,1875892207,9444.18
15-Jun-2020,25053.30,25203.35,24698.50,24793.30,1186178501,8217.63
16-Jun-2020,25119.60,25184.25,24543.75,24863.45,1152211433,7946.56
17-Jun-2020,24784.95,25066.40,24754.65,24883.80,770431336,7376.47
18-Jun-2020,24837.10,24987.50,24789.10,24953.65,1242264883,6465.06
19-Jun-2020,25074.85,25288.90,25039.20,25227.00,1055817915,14248.14
22-Jun-2020,25479.50,25794.65,25428.35,25723.30,1678603766,10446.90
23-Jun-2020,25871.80,26222.60,25816.35,26188.85,890110410,9987.55
24-Jun-2020,26420.80,26557.00,25824.30,25911.95,1056542429,10916.77
25-Jun-2020,25774.85,26142.85,25722.70,25931.05,1060361626,9646.52
26-Jun-2020,26142.10,26264.95,25895.30,25974.50,206328980,6407.17
29-Jun-2020,25932.75,25991.60,25631.80,25759.50,174897916,5595.76
30-Jun-2020,25910.25,25990.60,25669.00,25743.70,192774286,6452.45
01-Jul-2020,25846.10,25847.60,25679.25,25755.45,207509939,5405.61
02-Jul-2020,25801.40,25975.95,25781.55,25947.50,246169547,6679.73
03-Jul-2020,26109.10,26177.10,26053.90,26146.25,263022522,7253.46
06-Jul-2020,26318.45,26367.75,26237.30,26264.85,209478845,6086.40
07-Jul-2020,26352.75,26435.35,26135.95,26390.60,265741256,8267.14
08-Jul-2020,26473.35,26530.35,26243.15,26299.50,346754933,8688.15
09-Jul-2020,26377.45,26494.65,26202.00,26268.60,214554440,6402.91
10-Jul-2020,26246.35,26405.80,26124.75,26208.65,269058972,6044.55
13-Jul-2020,26351.70,26376.70,26092.85,26274.85,188962527,6149.30
14-Jul-2020,26233.95,26324.10,25936.45,26016.90,210552400,7309.40
15-Jul-2020,26172.95,26279.20,25810.90,25875.25,186828218,6485.34
16-Jul-2020,25979.80,25991.95,25614.15,25950.05,162317233,6225.19
17-Jul-2020,26036.40,26410.70,26026.75,26375.80,192273485,7583.76
20-Jul-2020,26505.15,26598.75,26409.70,26525.75,167783088,6677.75
21-Jul-2020,26719.55,26747.50,26462.65,26571.60,222339627,8235.10
22-Jul-2020,26658.45,26670.00,26267.80,26426.85,207457533,7760.78
23-Jul-2020,26495.10,26678.60,26451.10,26642.30,167675060,6387.18
24-Jul-2020,26532.00,26670.15,26224.40,26340.55,172618039,6201.01
27-Jul-2020,26412.40,26420.90,25973.45,26134.30,189846608,6707.19
28-Jul-2020,26207.40,26349.10,26194.60,26309.75,174799293,6470.12
29-Jul-2020,26337.85,26509.75,26281.95,26433.05,199446482,6972.66
30-Jul-2020,26539.45,26633.85,26346.50,26565.40,218279901,9334.31
31-Jul-2020,26657.95,26927.50,26560.90,26861.35,214989236,9660.45
03-Aug-2020,26852.10,26990.00,26674.45,26725.75,301473133,10599.04
04-Aug-2020,26890.85,26924.75,26728.10,26897.20,178760183,6440.72
05-Aug-2020,27026.30,27155.75,26832.05,26874.30,200367716,7627.90
06-Aug-2020,27005.75,27109.40,26945.20,27064.45,225288256,9199.74
07-Aug-2020,27127.50,27193.85,27022.85,27130.45,228294636,8960.36
10-Aug-2020,27406.90,27610.25,27369.70,27526.05,254983575,11038.76
11-Aug-2020,27658.20,27692.25,27372.35,27392.05,272301460,8980.77
12-Aug-2020,27377.65,27412.25,27171.10,27381.15,345125014,10213.68
13-Aug-2020,27499.10,27590.55,27456.65,27515.80,252375683,10113.17
14-Aug-2020,27624.50,27683.45,27086.75,27260.45,268022603,11818.27
17-Aug-2020,27469.70,27469.70,27061.75,27351.45,198275710,6772.83
18-Aug-2020,27442.40,27711.10,27426.70,27667.65,235794345,8594.45
19-Aug-2020,27817.90,27975.55,27672.65,27709.70,244196480,7695.84
20-Aug-2020,27597.60,27738.70,27480.55,27687.90,269947848,7257.88
21-Aug-2020,27985.45,28024.65,27743.70,27772.45,237556501,7705.86
24-Aug-2020,27926.50,27956.70,27754.20,27776.45,215000851,6264.99
25-Aug-2020,27934.40,27996.25,27672.85,27801.20,197262374,6779.00
26-Aug-2020,27932.55,27935.60,27705.60,27818.60,170255740,5993.02
27-Aug-2020,27973.00,28050.05,27895.95,27935.55,299972315,8878.59
28-Aug-2020,28075.00,28159.60,27973.85,28018.75,435903721,9426.48
31-Aug-2020,28162.00,28181.20,26756.05,26824.15,377739090,11216.04
01-Sep-2020,26943.75,27247.80,26689.45,27142.90,248105613,7552.72
02-Sep-2020,27222.95,27511.50,27167.80,27448.00,199065531,6947.12
03-Sep-2020,27564.60,27705.20,27538.20,27614.20,149037828,6264.82
04-Sep-2020,27249.85,27507.05,27045.30,27105.50,192923514,7003.01
07-Sep-2020,27206.55,27293.45,26864.85,27016.00,148706668,5231.27
08-Sep-2020,27084.95,27133.10,26759.15,26832.75,150768669,6444.71
09-Sep-2020,26661.15,26839.50,26465.50,26788.05,168533458,6255.54
10-Sep-2020,26941.20,27087.80,26787.50,27048.35,146011912,5647.82
11-Sep-2020,27066.90,27332.75,27049.50,27288.50,142173211,5829.40
14-Sep-2020,27459.20,27508.25,27165.75,27256.00,159856241,6362.69
15-Sep-2020,27361.00,27562.55,27349.65,27515.80,163679598,7151.12
16-Sep-2020,27621.00,27698.85,27548.10,27646.05,201704997,7177.89
17-Sep-2020,27568.50,27689.80,27451.85,27486.25,146348471,5806.58
18-Sep-2020,27624.20,27746.85,27426.35,27552.85,241568755,11404.02
21-Sep-2020,27601.80,27601.80,26544.45,26671.25,192470702,7077.76
22-Sep-2020,26654.00,26672.35,25873.95,26357.50,196736946,6702.77
23-Sep-2020,26538.85,26651.75,26051.50,26290.00,195131007,6254.25
24-Sep-2020,26056.25,26089.95,25636.70,25696.60,216763052,8898.46
25-Sep-2020,25968.60,26438.75,25860.90,26397.70,197035686,5999.01
28-Sep-2020,26660.05,27026.25,26632.45,26990.90,150884796,5236.64
29-Sep-2020,27180.55,27286.55,26801.25,26866.00,186751074,6140.33
30-Sep-2020,26994.50,27121.10,26854.00,27034.25,190900477,6381.37
01-Oct-2020,27246.35,27306.30,27172.70,27250.95,192403012,5266.09
05-Oct-2020,27403.25,27419.40,27206.30,27321.30,169314039,5365.63
06-Oct-2020,27483.70,27543.15,27367.20,27423.30,175235894,5836.41
07-Oct-2020,27457.75,27485.20,27290.10,27354.95,170998170,5672.12
08-Oct-2020,27488.95,27547.40,27299.10,27489.00,199799291,6021.98
09-Oct-2020,27556.30,27610.00,27373.15,27410.30,216419303,6822.83
12-Oct-2020,27486.50,27539.80,27181.20,27297.35,188729760,5530.65
13-Oct-2020,27267.20,27459.75,27147.80,27183.80,171470967,6749.29
14-Oct-2020,27181.70,27426.05,27057.35,27383.45,198681009,7227.08
15-Oct-2020,27465.00,27499.40,26854.70,26922.05,182563276,6136.56
16-Oct-2020,27007.45,27177.95,26856.15,27155.70,161131132,5701.51
19-Oct-2020,27298.90,27421.65,27183.35,27379.75,185400103,5961.69
20-Oct-2020,27366.65,27480.90,27294.50,27435.00,190078425,6460.67
21-Oct-2020,27537.95,27632.00,27100.20,27370.70,196736602,6375.77
22-Oct-2020,27345.45,27413.80,27130.35,27351.30,189044316,6690.71
23-Oct-2020,27416.65,27499.60,27349.80,27432.55,184895975,6660.01
26-Oct-2020,27529.20,27534.30,26953.95,27062.40,186745779,5713.83
27-Oct-2020,27117.60,27508.20,26956.85,27462.15,200287359,7390.90
28-Oct-2020,27560.00,27577.00,27197.15,27236.20,175781502,5621.08
29-Oct-2020,27034.35,27380.25,26952.70,27357.60,194122872,6360.80
30-Oct-2020,27423.85,27648.85,27196.50,27348.45,232320817,7149.26
02-Nov-2020,27453.35,27530.45,27344.90,27445.00,255295339,6058.51
03-Nov-2020,27595.65,27775.05,27548.90,27603.55,279498637,8562.39
04-Nov-2020,27674.00,27810.55,27550.75,27788.40,195866152,5783.75
05-Nov-2020,27936.95,28273.55,27935.75,28234.35,266793988,8423.55
06-Nov-2020,28282.30,28398.10,28227.55,28334.85,227217059,7553.38
09-Nov-2020,28596.15,28763.90,28484.45,28746.00,246687073,7723.75
10-Nov-2020,28930.60,28936.45,28342.55,28547.45,292521014,9668.71
11-Nov-2020,28663.15,28905.55,28522.00,28879.80,284076332,9288.45
12-Nov-2020,28921.55,29081.05,28847.20,29050.00,222423257,8686.35
13-Nov-2020,29029.75,29340.45,29002.70,29310.05,202159762,6963.72
14-Nov-2020,29512.10,29541.45,29360.85,29443.15,29502797,929.65
17-Nov-2020,29608.60,29745.65,29529.65,29689.10,213202843,8163.96
18-Nov-2020,29685.00,29817.35,29520.10,29790.95,311777789,8312.76
19-Nov-2020,29710.50,30008.20,29523.00,29579.80,240859037,8145.00
20-Nov-2020,29638.65,29974.00,29634.60,29952.90,238737300,8617.00
23-Nov-2020,30150.50,30298.20,30130.20,30220.30,209231267,7996.39
24-Nov-2020,30351.95,30476.75,30284.20,30377.15,239124204,8578.05
25-Nov-2020,30518.05,30538.70,29863.65,29916.30,344374876,8333.19
26-Nov-2020,29906.15,30235.65,29809.05,30186.05,256011588,9105.40
27-Nov-2020,30316.45,30591.00,30121.35,30334.40,503518703,25512.44
01-Dec-2020,30656.05,30766.90,30481.35,30734.70,287819941,8688.82
02-Dec-2020,30849.55,31017.90,30671.25,30992.55,414684745,10362.08
03-Dec-2020,31157.95,31346.40,31074.20,31319.40,364893731,8930.00
04-Dec-2020,31434.60,31556.35,31170.85,31439.10,376001769,9371.03
07-Dec-2020,31515.35,31784.40,31448.05,31724.75,294382920,8045.07
08-Dec-2020,31823.20,31941.75,31381.25,31714.40,503512994,9719.34
09-Dec-2020,31893.20,31960.05,31662.85,31722.20,476398704,8491.22
10-Dec-2020,31680.80,31877.45,31423.15,31850.65,279132314,8060.57
11-Dec-2020,31922.40,32066.20,31602.20,31928.80,344133565,8289.17
14-Dec-2020,32066.55,32142.10,31986.15,32043.45,240904866,6571.07
15-Dec-2020,32079.05,32083.35,31759.05,31972.70,230284777,7419.80
16-Dec-2020,32166.10,32243.40,32040.40,32143.85,446313309,9140.60
17-Dec-2020,32211.05,32303.90,31953.50,32031.75,246377232,7192.42
18-Dec-2020,32110.15,32211.55,31791.00,32082.75,233221911,8130.75
21-Dec-2020,32017.00,32098.65,30165.00,30971.50,306118333,9959.58
22-Dec-2020,30903.35,31494.55,30232.60,31417.30,348883671,9077.35
23-Dec-2020,31489.55,31994.95,31342.45,31949.80,346823753,7778.17
24-Dec-2020,32220.50,32322.55,31931.75,32068.55,284948675,6887.20
28-Dec-2020,32261.90,32408.50,32230.75,32351.05,295186475,6670.83
29-Dec-2020,32507.00,32541.90,32153.85,32331.50,314817525,6523.02
30-Dec-2020,32446.10,32508.55,32166.50,32464.40,231999272,5806.21
