Date,Open,High,Low,Close,SharesTraded,Turnover(Rs.Cr)
22-May-2017,26282.60,26369.20,25853.00,25880.50,101717903,3342.11
23-May-2017,25919.50,25919.50,25250.85,25534.85,143534861,4173.31
24-May-2017,25580.50,25608.40,25030.75,25149.45,125545158,3340.46
25-May-2017,25255.55,25489.55,25125.60,25407.70,212003821,5450.66
26-May-2017,25460.35,26011.40,25418.85,25983.30,176683415,4378.15
29-May-2017,26035.75,26085.55,25602.00,25727.80,130925835,3349.44
30-May-2017,25641.85,25938.50,25481.85,25918.45,233912904,4790.80
31-May-2017,26027.25,26140.40,25981.65,26027.75,265895638,7225.94
01-Jun-2017,26057.35,26140.65,25969.40,26095.75,128255481,3417.86
02-Jun-2017,26203.80,26276.45,26141.50,26254.90,113300600,3174.94
05-Jun-2017,26355.15,26546.00,26319.10,26457.20,107540055,4110.52
06-Jun-2017,26479.95,26505.05,26178.70,26264.45,102846695,3309.17
07-Jun-2017,26355.95,26462.15,26316.85,26422.60,111073901,3542.54
08-Jun-2017,26506.35,26586.40,26419.35,26507.25,126719888,3709.31
09-Jun-2017,26538.55,26624.55,26391.55,26606.40,125544272,3007.47
12-Jun-2017,26609.35,26670.20,26458.70,26557.60,102985260,3006.84
13-Jun-2017,26623.90,26704.65,26543.15,26584.70,99706357,2899.08
14-Jun-2017,26635.95,26650.60,26389.80,26507.40,101916828,2755.77
15-Jun-2017,26497.20,26579.35,26418.15,26474.95,91728349,2859.48
16-Jun-2017,26535.85,26669.90,26486.55,26550.00,119433865,3429.21
19-Jun-2017,26644.55,26701.90,26565.85,26648.25,74418662,2167.88
20-Jun-2017,26713.80,26766.50,26624.95,26684.00,92403952,2681.20
21-Jun-2017,26685.50,26717.65,26601.70,26687.10,95031840,2815.53
22-Jun-2017,26721.50,26819.55,26427.20,26497.10,94410041,2582.36
23-Jun-2017,26544.05,26556.10,26031.55,26157.90,93319072,2459.09
27-Jun-2017,26208.50,26229.60,25774.70,25968.20,96771832,2697.41
28-Jun-2017,25945.25,26078.65,25806.50,26040.15,95869492,3014.73
29-Jun-2017,26126.65,26259.85,26019.05,26054.20,135570141,3817.91
30-Jun-2017,26001.95,26290.65,25913.65,26254.50,94998026,2947.87
03-Jul-2017,26340.75,26617.80,26290.15,26588.00,126843183,3004.21
04-Jul-2017,26680.15,26771.50,26509.60,26547.90,103019337,3046.91
05-Jul-2017,26577.50,26786.25,26548.05,26756.05,92712062,2912.54
06-Jul-2017,26847.90,26948.40,26836.80,26869.65,113864984,3060.80
07-Jul-2017,26866.70,26920.15,26774.50,26872.40,106871064,3062.55
10-Jul-2017,26951.90,27129.05,26836.20,27108.15,35572106,841.85
11-Jul-2017,27161.85,27216.70,26901.00,26929.45,135369795,3345.51
12-Jul-2017,26984.70,27198.05,26976.65,27176.30,93937316,2931.83
13-Jul-2017,27291.65,27430.80,27283.20,27405.20,96811742,3031.19
14-Jul-2017,27443.20,27470.70,27251.40,27413.90,100659135,2616.28
17-Jul-2017,27439.75,27504.35,27342.30,27452.15,94993167,2746.38
18-Jul-2017,27396.35,27503.30,27243.35,27277.25,116706150,2895.41
19-Jul-2017,27383.75,27663.80,27373.55,27644.25,134993912,3834.21
20-Jul-2017,27659.80,27695.25,27496.15,27535.55,111474977,3375.42
21-Jul-2017,27590.65,27660.60,27351.75,27605.40,147711468,3550.03
24-Jul-2017,27624.00,27671.80,27562.10,27634.80,109930718,2877.15
25-Jul-2017,27691.30,27762.90,27600.95,27711.65,141901592,3467.78
26-Jul-2017,27758.05,27805.40,27691.45,27735.60,115532757,3215.00
27-Jul-2017,27801.75,27873.45,27550.70,27583.25,168321789,4594.24
28-Jul-2017,27509.05,27786.50,27470.10,27759.55,123044828,3592.21
31-Jul-2017,27853.15,27944.35,27726.05,27922.80,124366666,4129.99
01-Aug-2017,27990.25,28038.80,27821.25,27872.95,135860654,4441.34
02-Aug-2017,27936.95,27938.50,27630.60,27729.00,115285929,3343.78
03-Aug-2017,27760.60,27984.45,27695.00,27785.30,137230627,4568.84
04-Aug-2017,27753.90,28195.40,27700.50,28119.10,124615688,4169.41
07-Aug-2017,28186.75,28556.05,28157.85,28499.25,97182666,3441.47
08-Aug-2017,28559.05,28601.55,28004.50,28144.80,143548148,3839.66
09-Aug-2017,28079.20,28079.20,27552.00,27652.00,105265620,3503.91
10-Aug-2017,27511.30,27554.50,26579.30,26895.05,174047141,4529.85
11-Aug-2017,26519.65,27169.75,26343.45,26873.85,161200250,4688.60
14-Aug-2017,27094.40,27512.90,27087.50,27464.10,111426473,3177.78
16-Aug-2017,27603.60,27775.15,27400.15,27734.30,109455490,3311.95
17-Aug-2017,27851.35,27975.25,27660.60,27718.35,116002339,3118.49
18-Aug-2017,27562.50,27712.90,27405.85,27657.05,107609771,2914.40
21-Aug-2017,27743.95,27842.10,27168.40,27217.60,93604581,2666.13
22-Aug-2017,27359.45,27474.50,27006.60,27073.95,114624316,3112.86
23-Aug-2017,27232.35,27461.20,27113.60,27441.30,111729168,3332.88
24-Aug-2017,27520.80,27725.60,27459.20,27679.20,100735736,3267.81
28-Aug-2017,27763.30,28000.70,27734.65,27948.85,118626259,3395.83
29-Aug-2017,27918.35,27918.35,27577.25,27647.00,105320381,2984.65
30-Aug-2017,27850.25,28101.15,27827.20,28066.80,91963638,2779.17
31-Aug-2017,28120.70,28132.00,27975.40,28054.40,155643148,4372.71
01-Sep-2017,28169.05,28370.50,28131.20,28338.35,121368596,3523.97
04-Sep-2017,28353.25,28379.45,27875.60,28183.15,113506164,3286.33
05-Sep-2017,28295.45,28355.75,28178.55,28338.70,83848401,2769.53
06-Sep-2017,28192.80,28419.60,28134.70,28377.15,109280909,3570.17
07-Sep-2017,28539.40,28613.65,28453.85,28583.50,95040476,3600.29
08-Sep-2017,28675.40,28688.70,28307.95,28377.15,105730493,3501.68
11-Sep-2017,28533.50,28690.55,28360.65,28592.50,89047999,2974.52
12-Sep-2017,28733.65,28873.20,28656.00,28852.95,112962021,3904.27
13-Sep-2017,28914.00,29051.40,28686.65,28753.50,146506700,4577.34
14-Sep-2017,28871.50,29035.90,28726.00,28851.75,156407719,4421.54
15-Sep-2017,28781.35,28854.20,28596.40,28781.45,132849398,4406.84
18-Sep-2017,28952.60,28992.15,28851.50,28891.30,84449386,3021.13
19-Sep-2017,28945.80,29015.10,28847.20,28967.05,95559223,3434.04
20-Sep-2017,29040.20,29069.90,28845.20,28886.95,123602833,4306.57
21-Sep-2017,28912.00,28950.25,28479.75,28695.45,113165748,4648.88
22-Sep-2017,28600.45,28601.30,27897.35,27947.25,118841675,4189.19
25-Sep-2017,27986.05,27986.05,27234.45,27583.55,122645081,4102.22
26-Sep-2017,27597.65,27794.25,27385.95,27648.10,106249187,3473.54
27-Sep-2017,27808.70,27808.70,27068.55,27132.75,126896378,4434.45
28-Sep-2017,27235.55,27304.80,26929.65,27216.50,177285389,6719.59
29-Sep-2017,27346.75,27736.10,27322.35,27558.90,129597343,3433.16
03-Oct-2017,27837.40,27918.15,27734.45,27819.45,123702553,3102.33
04-Oct-2017,27883.75,27974.70,27792.80,27869.85,95268580,2372.26
05-Oct-2017,27944.75,28081.85,27918.25,27951.85,79649351,2242.98
06-Oct-2017,28049.25,28199.75,28046.15,28176.15,94368509,2490.48
09-Oct-2017,28267.95,28380.45,28139.05,28219.15,81310488,2205.70
10-Oct-2017,28336.00,28430.10,28302.90,28391.60,84066085,2648.76
11-Oct-2017,28518.90,28606.45,28051.05,28214.85,119940999,3373.71
12-Oct-2017,28302.85,28558.05,28165.75,28528.85,97815584,2836.77
13-Oct-2017,28659.30,28668.20,28546.65,28575.45,111738782,2767.33
16-Oct-2017,28679.65,28761.85,28534.45,28646.45,118071936,2722.87
17-Oct-2017,28658.90,28797.95,28583.55,28782.70,133183410,3023.47
18-Oct-2017,28814.45,28816.95,28621.90,28740.20,119307439,2935.53
19-Oct-2017,28813.35,28816.35,28469.70,28588.30,23409948,487.87
23-Oct-2017,28614.80,28763.15,28569.75,28731.25,162471981,3537.61
24-Oct-2017,28833.35,28836.65,28636.20,28676.85,134899412,2989.26
25-Oct-2017,28931.85,29070.75,28804.05,29038.15,449863249,8920.18
26-Oct-2017,29094.60,29313.65,29018.00,29154.10,419318794,8218.90
27-Oct-2017,29245.30,29475.65,29241.00,29355.70,251174868,6316.62
30-Oct-2017,29478.45,29723.30,29472.30,29674.75,174491157,4493.52
31-Oct-2017,29775.15,29785.30,29495.55,29644.15,203397125,5196.29
01-Nov-2017,29833.80,30035.50,29825.80,29903.70,230331047,5571.98
02-Nov-2017,29956.45,30115.70,29891.10,30020.40,185937119,4672.63
03-Nov-2017,30116.70,30171.90,29951.40,30043.90,327884587,6392.88
06-Nov-2017,30146.05,30356.85,30135.50,30242.20,213656710,5881.31
07-Nov-2017,30390.45,30408.40,29694.95,29779.30,228117573,4759.33
08-Nov-2017,29840.15,29925.00,29451.00,29546.85,188409048,3874.65
09-Nov-2017,29739.05,29856.45,29378.95,29741.80,172399467,4220.17
10-Nov-2017,29707.55,29824.20,29516.75,29654.80,176333165,4219.05
13-Nov-2017,29713.65,29721.10,29404.60,29447.10,169548265,3716.40
14-Nov-2017,29482.70,29555.00,29319.75,29353.60,150430884,3419.33
15-Nov-2017,29282.15,29359.50,28890.45,29014.75,176466436,3787.74
16-Nov-2017,29106.85,29423.00,29029.50,29350.50,140944723,3174.31
17-Nov-2017,29690.80,29846.20,29687.35,29754.60,201955933,4712.70
20-Nov-2017,29764.50,29851.85,29643.75,29784.95,171470571,3483.18
21-Nov-2017,29877.65,29951.65,29698.90,29832.70,168726506,3757.97
22-Nov-2017,29938.15,29952.20,29652.60,29791.45,168727866,3922.92
23-Nov-2017,29845.90,29865.75,29613.40,29780.80,166632145,3560.78
24-Nov-2017,29868.45,29931.80,29785.90,29908.95,127832843,3049.96
27-Nov-2017,29906.30,30019.70,29802.75,29994.10,148450964,3717.02
28-Nov-2017,30022.25,30153.70,29923.95,30039.85,165965025,3717.02
29-Nov-2017,30116.10,30181.35,29975.55,30030.35,139739486,3265.19
30-Nov-2017,29951.25,29974.35,29721.20,29768.10,262932880,7348.01
01-Dec-2017,29884.85,30012.50,29388.10,29471.00,156980799,3575.63
04-Dec-2017,29583.95,29636.05,29245.35,29489.60,116069050,2854.71
05-Dec-2017,29487.05,29543.75,29197.80,29511.65,115140786,2811.39
06-Dec-2017,29436.30,29504.85,29188.75,29219.65,109311120,2915.11
07-Dec-2017,29250.10,29754.10,29246.55,29711.70,123317344,3472.91
08-Dec-2017,29847.40,30060.25,29839.10,30001.70,144921294,4035.31
11-Dec-2017,30149.20,30176.15,30033.65,30087.00,96710156,2655.16
12-Dec-2017,30093.90,30104.10,29755.00,29787.10,115205531,2932.67
13-Dec-2017,29786.10,29898.05,29390.40,29496.70,121079031,3771.09
14-Dec-2017,29576.05,29649.60,29232.80,29508.45,119705493,3241.12
15-Dec-2017,29780.60,29851.45,29718.10,29759.70,105252671,2889.53
18-Dec-2017,29615.10,30166.75,29035.05,30042.25,166495153,3858.74
19-Dec-2017,30187.85,30495.65,30176.65,30473.40,153294535,3930.92
20-Dec-2017,30507.70,30587.25,30414.15,30480.45,183302781,4281.85
21-Dec-2017,30540.45,30656.45,30462.90,30625.00,158754101,4181.10
22-Dec-2017,30691.55,30805.60,30661.65,30764.80,148014045,3621.16
26-Dec-2017,30860.75,30951.80,30786.90,30899.90,156538774,3538.07
27-Dec-2017,30944.65,31009.10,30641.20,30750.40,148797877,3351.12
28-Dec-2017,30808.40,30875.80,30672.40,30765.55,190837304,4711.95
29-Dec-2017,30855.10,31058.40,30843.10,30964.65,151842711,3393.00
