SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
MRF,EQ,63749,63749,63011.85,63324.35,63252.65,63285.6,535,33908695.9,27-OCT-2019,409,INE883A01011,
MRPL,EQ,48.6,49.4,48.5,49.2,49.35,48.5,43576,2140393.8,27-OCT-2019,525,INE103A01014,
MSPL,EQ,5,5,4.65,4.65,4.65,4.85,150,734.35,27-OCT-2019,5,INE752G01015,
MSTCLTD,EQ,97,100.95,95,98.15,98.15,95,18015,1779100.85,27-OCT-2019,344,INE255X01014,
MTEDUCARE,EQ,18.5,18.5,18.5,18.5,18.5,17.65,5401,99918.5,27-OCT-2019,44,INE472M01018,
MTNL,BE,6.7,6.7,6.7,6.7,6.7,6.4,25043,167788.1,27-OCT-2019,77,INE153A01019,
MUKANDENGG,EQ,12.7,12.7,11.2,11.3,11.95,11.25,356,4009.45,27-OCT-2019,14,INE022B01014,
MUKANDLTD,EQ,30.5,33.5,29.9,31,32.85,30.95,9252,286008,27-OCT-2019,85,INE304A01026,
MUKTAARTS,EQ,39,45,38.35,43.7,43.1,38.55,257662,11243358.45,27-OCT-2019,1789,INE374B01019,
MUNJALAU,EQ,41.7,42.7,41.7,42.05,42.15,41.65,50806,2136542.05,27-OCT-2019,590,INE672B01032,
MUNJALSHOW,EQ,134,134.9,131.65,133.85,134.85,131.65,3431,457760.6,27-OCT-2019,72,INE577A01027,
MURUDCERA,EQ,15.75,15.8,14.85,15.05,15.1,15,5024,75780.25,27-OCT-2019,57,INE692B01014,
MUTHOOTCAP,EQ,469.95,473.85,458.2,465.5,466,453.4,1718,798710.3,27-OCT-2019,130,INE296G01013,
MUTHOOTFIN,EQ,673,673,663.65,665.15,665,662.25,35204,23452772.35,27-OCT-2019,1253,INE414G01012,
MVL,BE,0.05,0.1,0.05,0.1,0.1,0.1,173764,16216.25,27-OCT-2019,13,INE744I01034,
N100,EQ,566.9,616.9,555.95,558.35,557,555.74,2080,1159924.71,27-OCT-2019,159,INF247L01031,
NABARD,N1,1344,1344,1299,1299,1299,1125.2,20,26430,27-OCT-2019,2,INE261F07057,
NABARD,N2,1198,1205,1198,1199.8,1200,1189.57,20,24067,27-OCT-2019,7,INE261F07032,
NACLIND,EQ,28.25,28.85,28,28.1,28,28.2,5150,144656.4,27-OCT-2019,38,INE295D01020,
NAGAFERT,BE,2.85,2.85,2.65,2.8,2.85,2.75,30950,85819.35,27-OCT-2019,89,INE454M01024,
NAGAROIL,BE,0.2,0.25,0.2,0.2,0.25,0.2,22331,4584.7,27-OCT-2019,29,INE453M01018,
NAGREEKCAP,BE,6.85,6.85,6.55,6.55,6.55,6.85,105,717.75,27-OCT-2019,2,INE245I01016,
NAGREEKEXP,EQ,16.6,16.6,14.1,14.95,14.95,14.6,614,9591.6,27-OCT-2019,12,INE123B01028,
NAHARCAP,EQ,73.05,73.05,73,73,73,73,12,876.5,27-OCT-2019,3,INE049I01012,
NAHARINDUS,EQ,24.6,25.5,24.6,25.3,25,24.7,1620,40937,27-OCT-2019,11,INE289A01011,
NAHARPOLY,EQ,34.55,34.55,33.25,33.85,33.85,32.15,459,15546.55,27-OCT-2019,12,INE308A01027,
NAHARSPING,EQ,48.75,49.5,47.5,49.4,49.5,48.3,797,38740.15,27-OCT-2019,25,INE290A01027,
NATCOPHARM,EQ,583.5,583.5,577.8,579.5,581,577.8,15147,8796182.55,27-OCT-2019,561,INE987B01026,
NATHBIOGEN,EQ,329,330,319.95,326.8,325,323.85,8585,2798814,27-OCT-2019,252,INE448G01010,
NATIONALUM,EQ,42.8,43.2,42.65,43.15,43.15,42.55,779020,33557630.65,27-OCT-2019,3514,INE139A01034,
NATNLSTEEL,BE,1.95,1.95,1.95,1.95,1.95,1.9,352,686.4,27-OCT-2019,9,INE088B01015,
NAUKRI,EQ,2265,2315,2265,2305.55,2306,2264.75,16243,37423842.4,27-OCT-2019,1989,INE663F01024,
NAVINFLUOR,EQ,855.3,907,855.3,900.05,901,849.15,154667,137553135.3,27-OCT-2019,7364,INE048G01026,
NAVKARCORP,EQ,34.25,36.8,34.25,34.65,34.5,34.6,26642,930202.35,27-OCT-2019,320,INE278M01019,
NAVNETEDUL,EQ,101.9,101.9,100,100.45,100,98.5,8401,843452.8,27-OCT-2019,165,INE060A01024,
NBCC,EQ,33.7,34.25,33.65,34,34,33.4,2018922,68514938.85,27-OCT-2019,5317,INE095N01031,
NBIFIN,EQ,1506.95,1510,1457,1457.1,1457,1454.15,42,61722,27-OCT-2019,11,INE365I01020,
NBVENTURES,EQ,74.7,75.9,74.1,74.65,74.85,74.25,25681,1919206.05,27-OCT-2019,183,INE725A01022,
NCC,EQ,53.8,54.4,53.35,53.8,53.85,53.65,1437002,77520846.95,27-OCT-2019,5158,INE868B01028,
NCLIND,EQ,94.4,94.65,93.2,93.65,93.75,92.55,12764,1196751.7,27-OCT-2019,131,INE732C01016,
NDL,EQ,31.15,33.65,31.1,32,32,31.6,3243,103736.3,27-OCT-2019,107,INE875G01030,
NDTV,EQ,30.7,30.9,30.2,30.55,30.4,30.25,3424,104056.3,27-OCT-2019,46,INE155G01029,
NECCLTD,EQ,5.5,5.5,4.75,5.2,5.2,5,7228,36771.15,27-OCT-2019,19,INE553C01016,
NECLIFE,EQ,12.7,13.1,12.55,12.7,12.7,12.65,32639,415612.6,27-OCT-2019,120,INE023H01027,
NELCAST,EQ,41.9,41.9,40.5,41.05,41,39.95,13040,536300.6,27-OCT-2019,200,INE189I01024,
NELCO,EQ,245.7,250.85,242,244.3,244,242,18266,4486557.95,27-OCT-2019,786,INE045B01015,
NEOGEN,EQ,399,404.9,392.6,401.95,403.9,397.65,18252,7341745,27-OCT-2019,574,INE136S01016,
NESCO,EQ,570,570,553.1,558.15,556.55,561.45,7755,4330362.95,27-OCT-2019,377,INE317F01035,
NESTLEIND,EQ,14935,14949.5,14778.3,14813.4,14822,14803.35,11278,167374075.7,27-OCT-2019,2581,INE239A01016,
NETWORK18,EQ,21.7,24.15,21.2,23.4,23.3,21.05,1346993,31469325.1,27-OCT-2019,4059,INE870H01013,
NEULANDLAB,EQ,499,499,487.05,488.15,489.85,487.6,5586,2738538.15,27-OCT-2019,217,INE794A01010,
NEWGEN,EQ,183.6,183.6,163.65,178.55,178.05,180.7,9588,1704806.65,27-OCT-2019,323,INE619B01017,
NEXTMEDIA,EQ,8.8,9.9,8.05,9.85,9.9,8.8,4060,39877.75,27-OCT-2019,23,INE747B01016,
NFL,EQ,27.15,27.2,26.85,27,26.9,27,51062,1381062.5,27-OCT-2019,462,INE870D01012,
NH,EQ,257.1,269.9,257.05,264.45,267.7,254.3,25537,6736406.3,27-OCT-2019,973,INE410P01011,
NHAI,N1,1058,1059.9,1055.65,1056.93,1058,1057.99,6242,6597463.53,27-OCT-2019,36,INE906B07CA1,
NHAI,N2,1172.95,1172.95,1171.98,1171.99,1171.98,1164.01,60,70336.3,27-OCT-2019,14,INE906B07CB9,
NHAI,N4,1213,1213,1213,1213,1213,1214,20,24260,27-OCT-2019,1,INE906B07DD3,
NHAI,N6,1280,1293.99,1280,1288.62,1285,1271.9,1914,2463466.08,27-OCT-2019,28,INE906B07DF8,
NHBTF2014,N6,6970,7030,6970,7030,7030,6971.25,2,14000,27-OCT-2019,2,INE557F07132,
NHBTF2023,N6,6400,6400,6400,6400,6400,6400,35,224000,27-OCT-2019,4,INE557F07181,
NHPC,EQ,23.8,24,23.75,23.9,23.85,23.8,229525,5485197.6,27-OCT-2019,1083,INE848E01016,
NHPC,N1,1301.9,1301.9,1301.9,1301.9,1301.9,1085,10,13019,27-OCT-2019,1,INE848E07518,
NHPC,N4,1337,1337,1337,1337,1337,1184.96,10,13370,27-OCT-2019,1,INE848E07542,
NIACL,EQ,147,148.9,140.2,144,142.8,141.6,383693,55178478.65,27-OCT-2019,5113,INE470Y01017,
NIBL,BE,7.35,7.35,7.35,7.35,7.35,7.35,1000,7350,27-OCT-2019,1,INE047O01014,
NIFTYBEES,EQ,1240,1240,1228.9,1233.87,1235,1225.36,19878,24503550.34,27-OCT-2019,1548,INF732E01011,
NIFTYEES,EQ,15000,15000,14400,14400,14400,14425,4,59400,27-OCT-2019,3,INF754K01EK3,
NIITLTD,EQ,93.45,94.15,92,92.5,92.75,93.4,87651,8154606.55,27-OCT-2019,840,INE161A01038,
NIITTECH,EQ,1500.35,1528.85,1492.3,1506.1,1498.1,1505.15,29696,44818508.2,27-OCT-2019,1419,INE591G01017,
NILAINFRA,EQ,4.85,4.85,4.55,4.75,4.85,4.75,21356,101047.3,27-OCT-2019,87,INE937C01029,
NILASPACES,EQ,1.25,1.25,1.2,1.25,1.25,1.2,17359,21696.95,27-OCT-2019,23,INE00S901012,
NILKAMAL,EQ,1230,1247,1220.05,1242.75,1240,1229.15,2778,3443360.75,27-OCT-2019,343,INE310A01015,
NIPPOBATRY,EQ,453.95,453.95,444.4,448.6,445.05,443.7,74,33185.2,27-OCT-2019,43,INE567A01010,
NITCO,EQ,23,23.5,22.7,23.25,23.4,23.05,7137,166120.15,27-OCT-2019,93,INE858F01012,
NITESHEST,EQ,1.65,1.65,1.6,1.6,1.65,1.65,72778,117131.1,27-OCT-2019,22,INE639K01016,
NITINFIRE,BZ,0.4,0.4,0.3,0.35,0.4,0.35,9149,3398.75,27-OCT-2019,12,INE489H01020,
NITINSPIN,EQ,55.05,56.5,53.55,55.2,55.4,54.75,9777,542254.95,27-OCT-2019,211,INE229H01012,
NITIRAJ,SM,75,75,75,75,75,78,1500,112500,27-OCT-2019,1,INE439T01012,
NLCINDIA,EQ,57.75,57.8,56.95,57.4,57.35,56.4,54173,3108835.75,27-OCT-2019,483,INE589A01014,
NMDC,EQ,107.8,109,106.75,107.35,107.2,107.2,336208,36159575.4,27-OCT-2019,2236,INE584A01023,
NOCIL,EQ,115.1,119.8,115,118.45,118.25,113.85,623138,73651619.25,27-OCT-2019,6648,INE163A01018,
NOIDATOLL,BE,3.4,3.55,3.35,3.4,3.45,3.4,14627,49230.2,27-OCT-2019,24,INE781B01015,
NPBET,EQ,161.16,162.2,161.16,161.93,161.85,164.71,64,10339.17,27-OCT-2019,6,INF277K010X4,
NRAIL,EQ,238.6,238.6,217.25,232.2,231,230.05,4053,924263.85,27-OCT-2019,234,INE740D01017,
NRBBEARING,EQ,103.3,104,99.15,100.45,100,105.05,47167,4749257.9,27-OCT-2019,810,INE349A01021,
NSIL,EQ,814.95,825,753.6,798.05,790.2,795.05,452,356729.5,27-OCT-2019,35,INE023A01030,
NTL,BE,0.4,0.4,0.4,0.4,0.4,0.4,104,41.6,27-OCT-2019,2,INE333I01036,
NTPC,EQ,119,119.1,118.55,118.8,118.75,118.5,312159,37090322.45,27-OCT-2019,3195,INE733E01010,
NTPC,N1,1175,1200,1175,1200,1200,1175,10,11975,27-OCT-2019,2,INE733E07JE0,
NTPC,N6,1390,1390,1390,1390,1390,1395,15,20850,27-OCT-2019,3,INE733E07JJ9,
NTPC,N7,13.5,13.5,13.35,13.42,13.45,13.44,4884,65703.48,27-OCT-2019,37,INE733E07JP6,
NUCLEUS,EQ,299,309.85,299,306,306,303.95,619,189287.15,27-OCT-2019,81,INE096B01018,
OAL,EQ,201.8,205,199.1,200.55,200,196.55,536,107593.7,27-OCT-2019,17,INE959C01023,
OBEROIRLTY,EQ,504.5,509,495.5,499.85,500,504.8,17488,8781951.15,27-OCT-2019,833,INE093I01010,
OCCL,EQ,995,1005,985,1000.45,1000,984.45,1131,1129562.1,27-OCT-2019,194,INE321D01016,
OFSS,EQ,3099.45,3099.45,3060,3071.65,3090,3065.45,716,2199844.9,27-OCT-2019,198,INE881D01027,
OIL,EQ,164,166.35,163.1,164.25,163.8,163.75,79528,13090908.15,27-OCT-2019,1281,INE274J01014,
OILCOUNTUB,EQ,6.3,7,6.25,6.7,6.75,6.5,2997,20403.9,27-OCT-2019,43,INE591A01010,
OISL,EQ,4.8,5,4.8,4.9,5,4.8,9972,49596.05,27-OCT-2019,34,INE196J01019,
OLECTRA,EQ,182.8,187.5,182.05,186.4,186.8,179.35,45727,8465877.3,27-OCT-2019,803,INE260D01016,
OMAXAUTO,EQ,43.75,43.8,41.5,43.1,42,43,2103,90036.3,27-OCT-2019,61,INE090B01011,
OMAXE,EQ,188.8,188.8,186.25,186.5,186.45,186.25,6858,1278899.45,27-OCT-2019,117,INE800H01010,
OMKARCHEM,BE,4.15,4.4,4.1,4.15,4.1,4.3,4935,20472.75,27-OCT-2019,30,INE474L01016,
OMMETALS,EQ,19.75,19.8,18.2,18.55,19.2,18.55,11569,215800.65,27-OCT-2019,141,INE239D01028,
ONELIFECAP,EQ,4.6,4.6,4.6,4.6,4.6,4.75,100,460,27-OCT-2019,1,INE912L01015,
ONEPOINT,EQ,13.8,17.8,12.25,15.65,15,15,1287,19098.5,27-OCT-2019,17,INE840Y01011,
ONGC,EQ,140.35,140.85,139,139.85,140.2,139.55,698557,97723622.75,27-OCT-2019,6907,INE213A01029,
ONMOBILE,EQ,30.25,36.35,30.25,35.7,35.5,30.9,305879,10828193.15,27-OCT-2019,1149,INE809I01019,
ONWARDTEC,EQ,66.4,66.7,63.55,64.9,64,65.6,3201,209851.05,27-OCT-2019,188,INE229A01017,
OPTIEMUS,EQ,33.05,33.05,33.05,33.05,33.05,31.5,160,5288,27-OCT-2019,2,INE350C01017,
OPTOCIRCUI,EQ,3.9,3.9,3.75,3.9,3.9,3.75,88864,345514.6,27-OCT-2019,72,INE808B01016,
ORBTEXP,EQ,91.05,93,88.85,90.75,92.25,90.8,868,78768,27-OCT-2019,20,INE231G01010,
ORICONENT,EQ,19,19.25,18.65,18.95,19.1,18.8,11433,216498.15,27-OCT-2019,49,INE730A01022,
ORIENTABRA,EQ,16.85,17,16.5,16.75,16.6,16.4,5908,99156.65,27-OCT-2019,68,INE569C01020,
ORIENTALTL,EQ,13.85,13.85,13.1,13.1,13.1,13.75,312,4093.35,27-OCT-2019,7,INE998H01012,
ORIENTBANK,EQ,51.35,51.5,50.75,50.95,50.95,50.55,113542,5794014.45,27-OCT-2019,680,INE141A01014,
ORIENTBELL,EQ,119,119,116.05,118.35,116.25,115.95,243,28785.85,27-OCT-2019,16,INE607D01018,
ORIENTCEM,EQ,77.8,79,76.5,78.55,78.55,76.75,34470,2688500.3,27-OCT-2019,503,INE876N01018,
ORIENTELEC,EQ,183.4,184,175.15,182.1,182.75,180.45,14274,2590147.1,27-OCT-2019,434,INE142Z01019,
ORIENTHOT,EQ,36.4,36.4,34.1,35,35,35.4,10085,352922.65,27-OCT-2019,108,INE750A01020,
ORIENTPPR,EQ,26.9,28.2,26.9,27.9,27.95,26.9,115539,3224843.45,27-OCT-2019,588,INE592A01026,
ORIENTREF,EQ,230.05,230.55,225.65,226.8,226.25,227.2,4476,1018116.9,27-OCT-2019,155,INE743M01012,
ORISSAMINE,EQ,959.6,970.05,952,958,957,953.85,2481,2388935.25,27-OCT-2019,283,INE725E01024,
ORTINLABSS,EQ,9.6,9.6,9.2,9.3,9.2,9.05,458,4259.85,27-OCT-2019,20,INE749B01012,
OSWALAGRO,EQ,5.9,5.9,5.15,5.7,5.85,5.35,9932,55286.05,27-OCT-2019,100,INE142A01012,
OSWALSEEDS,SM,24,24,24,24,24,25.2,4000,96000,27-OCT-2019,1,INE00IK01011,
PAEL,BE,3.05,3.05,3.05,3.05,3.05,2.95,1,3.05,27-OCT-2019,1,INE766A01018,
PAGEIND,EQ,23450,23899.8,23072.65,23349.9,23438.3,23415.85,4661,109474329.85,27-OCT-2019,1867,INE761H01022,
PAISALO,EQ,445,466.8,445,460.85,464,447.35,8147,3720056.75,27-OCT-2019,145,INE420C01042,
PALASHSECU,EQ,30,34,30,34,34,32,40,1240,27-OCT-2019,3,INE471W01019,
PALREDTEC,EQ,20.1,20.1,20.05,20.1,20.1,19.15,2824,56759.9,27-OCT-2019,14,INE218G01033,
PANACEABIO,EQ,136.1,139.75,136.1,138.5,139.7,136.05,5642,778664.15,27-OCT-2019,91,INE922B01023,
PANAMAPET,EQ,66.3,69,66.25,68.15,68,66,3854,261487.5,27-OCT-2019,95,INE305C01029,
PAPERPROD,EQ,256.1,260.5,255.4,257.8,258,249.75,33564,8660463.9,27-OCT-2019,898,INE275B01026,
PAR,SM,44.25,44.25,44.25,44.25,44.25,46.9,2000,88500,27-OCT-2019,1,INE04LG01015,
PARACABLES,EQ,8.8,9.85,8.05,9.5,9.35,8.35,311793,2973836.6,27-OCT-2019,656,INE074B01023,
PARAGMILK,EQ,139.85,143,137,141.65,141.5,138.45,61598,8653640.45,27-OCT-2019,1479,INE883N01014,
PARSVNATH,EQ,2.6,2.7,2.6,2.7,2.7,2.6,46798,125891.1,27-OCT-2019,41,INE561H01026,
PATELENG,EQ,12.7,12.7,12.7,12.7,12.7,12.1,41662,529107.4,27-OCT-2019,71,INE244B01030,
PATINTLOG,EQ,21.75,21.95,21.15,21.6,21.9,21.05,2181,47260.4,27-OCT-2019,62,INE529D01014,
PATSPINLTD,EQ,5.45,5.8,5.45,5.65,5.8,5.05,22,124.9,27-OCT-2019,4,INE790C01014,
PCJEWELLER,EQ,33.5,33.65,32.45,32.7,32.65,33,1123418,36950042.3,27-OCT-2019,5554,INE785M01013,
PDMJEPAPER,EQ,13.4,14.25,13.2,14.25,14.25,13.6,11357,160043.45,27-OCT-2019,73,INE865T01018,
PDPL,BE,2.4,2.4,2.4,2.4,2.4,2.5,343,823.2,27-OCT-2019,3,INE904D01019,
PDSMFL,EQ,324.95,325,322,322.6,322,317.65,216,69706.15,27-OCT-2019,7,INE111Q01013,
PEARLPOLY,EQ,9.05,9.1,9.05,9.05,9.1,8.9,2797,25337.7,27-OCT-2019,69,INE844A01013,
PEL,EQ,1595,1622.95,1588.5,1600.65,1601,1592.35,317469,509076769.1,27-OCT-2019,10976,INE140A01024,
PENIND,EQ,25.9,26.7,25.1,26.3,26.2,25.4,31491,820763.1,27-OCT-2019,185,INE932A01024,
PENINLAND,EQ,3.85,3.95,3.6,3.9,3.95,3.65,72044,279131.8,27-OCT-2019,110,INE138A01028,
PERSISTENT,EQ,609.95,609.95,595.2,599.4,596.3,602.55,3596,2160494.6,27-OCT-2019,560,INE262H01013,
PETRONENGG,BE,7.05,7.05,7.05,7.05,7.05,7.4,101,712.05,27-OCT-2019,2,INE742A01019,
PETRONET,EQ,274.7,274.7,271.5,272.6,272.45,271.25,227254,62040218.15,27-OCT-2019,3678,INE347G01014,
PFC,EQ,107,107,105,105.6,105.95,106.1,453430,48054455.05,27-OCT-2019,2133,INE134E01011,
PFC,N2,1180,1189,1180,1189,1189,1123,10,11849.7,27-OCT-2019,6,INE134E07349,
PFC,N4,1056,1056,1056,1056,1056,1060,15,15840,27-OCT-2019,1,INE134E07190,
PFIZER,EQ,3650,3784,3604.95,3752.9,3756,3493.15,117044,436093217.75,27-OCT-2019,11484,INE182A01018,
PFOCUS,EQ,56,56,53.6,55.55,55.8,54.6,4011,218405.2,27-OCT-2019,59,INE367G01038,
PFS,EQ,13.4,13.55,13.25,13.4,13.45,13.2,154482,2070779.15,27-OCT-2019,427,INE560K01014,
PGEL,EQ,41.5,42,40.3,41.45,41.55,41.35,13727,571396.4,27-OCT-2019,150,INE457L01011,
PGHH,EQ,12388,12388,12106,12199.7,12120,12126.25,770,9396960.6,27-OCT-2019,403,INE179A01014,
PGHL,EQ,4472.8,4579,4440.15,4536.1,4574,4407.55,9444,42666302.7,27-OCT-2019,1708,INE199A01012,
PGIL,EQ,144.1,152,144.05,150.65,150,147.75,304,45451.6,27-OCT-2019,18,INE940H01014,
PHILIPCARB,EQ,120.35,120.75,117.6,119.05,118.3,119.5,125109,14915793.05,27-OCT-2019,1899,INE602A01023,
PHOENIXLTD,EQ,745,745,725,733.4,735,722.9,3581,2626570.1,27-OCT-2019,268,INE211B01039,
PIDILITIND,EQ,1350,1354.9,1345.45,1351,1351.3,1338.75,80658,108939552.45,27-OCT-2019,5422,INE318A01026,
PIIND,EQ,1385.7,1430,1384.95,1419.65,1417.85,1369.85,34530,48780414.1,27-OCT-2019,2837,INE603J01030,
PILANIINVS,EQ,1943,1943,1841.1,1856.75,1868,1845.15,655,1217150.1,27-OCT-2019,95,INE417C01014,
PILITA,EQ,5.35,5.35,4.7,4.7,4.7,4.95,31627,155021,27-OCT-2019,48,INE600A01035,
PIONDIST,EQ,127,130,127,129.75,130,126.3,486,62775.65,27-OCT-2019,24,INE889E01010,
PIONEEREMB,EQ,24.9,28.05,24.9,25.4,25.7,23.4,9180,238896.3,27-OCT-2019,147,INE156C01018,
PIRPHYTO,BE,21.9,21.9,21.9,21.9,21.9,20.9,80,1752,27-OCT-2019,2,INE122J01015,
PITTIENG,EQ,40.1,41.6,40.05,41.35,41.6,40.6,25486,1048580.25,27-OCT-2019,65,INE450D01021,
PKTEA,BE,126,129.45,126,126,126,125.7,302,38055.45,27-OCT-2019,7,INE431F01018,
PLASTIBLEN,EQ,186,186,173.65,174.6,176.4,171.75,567,100585.95,27-OCT-2019,54,INE083C01022,
PNB,EQ,61,61.4,60.7,60.95,60.9,60.7,2135895,130389056.55,27-OCT-2019,8693,INE160A01022,
PNBGILTS,EQ,28.2,28.95,27.45,27.75,27.75,27.95,130805,3655383.2,27-OCT-2019,460,INE859A01011,
PNBHOUSING,EQ,505.1,518.9,505.1,510.25,510.5,490.5,552475,282818506.4,27-OCT-2019,13489,INE572E01012,
PNC,EQ,13.3,13.3,13.3,13.3,13.3,13.4,8,106.4,27-OCT-2019,2,INE392B01011,
PNCINFRA,EQ,169.65,174.9,169.65,174,173.95,171.1,20545,3555962.55,27-OCT-2019,539,INE195J01029,
PODDARHOUS,BE,409,409,380,380,380,389.85,107,41739,27-OCT-2019,8,INE888B01018,
PODDARMENT,EQ,171.4,171.4,166,167.9,167,163.7,381,64374.1,27-OCT-2019,19,INE371C01013,
POKARNA,EQ,162.1,163,157.5,161.2,160.95,160.75,8091,1305222.45,27-OCT-2019,123,INE637C01025,
POLYCAB,EQ,823,830,822.05,826.9,826,817.65,80732,66694088.1,27-OCT-2019,3333,INE455K01017,
POLYMED,EQ,199.9,209.8,195.85,200.35,199.1,193.1,3297,666356.85,27-OCT-2019,131,INE205C01021,
POLYPLEX,EQ,468.6,473,466,469.1,469.95,463.7,7020,3297512.3,27-OCT-2019,385,INE633B01018,
POWERFUL,SM,6.25,6.25,5.2,5.3,5.25,5.75,12000,65300,27-OCT-2019,6,INE650Z01011,
POWERGRID,EQ,204,204.3,201,202.35,202.75,202.95,218485,44290999.1,27-OCT-2019,1770,INE752E01010,
POWERMECH,EQ,704.9,720,686.6,704.45,700,686.95,5499,3889298.4,27-OCT-2019,290,INE211R01019,
PPAP,EQ,176.8,176.8,168.75,171.3,171.7,166.8,2257,386524.75,27-OCT-2019,73,INE095I01015,
PPL,EQ,70.5,70.9,69.1,69.85,69.25,69.05,4005,279718.2,27-OCT-2019,128,INE050001010,
PRABHAT,EQ,84.1,84.25,83.2,84,84.2,83.9,15902,1335063.35,27-OCT-2019,107,INE302M01033,
PRADIP,BE,0.5,0.5,0.5,0.5,0.5,0.45,1691,845.5,27-OCT-2019,5,INE495J01015,
PRAENG,EQ,7.15,7.4,6.45,7.4,7.4,7.4,6455,43448.85,27-OCT-2019,18,INE505C01016,
PRAJIND,EQ,108.3,108.4,104.25,106.05,106,107.15,214754,22839138.1,27-OCT-2019,3168,INE074A01025,
PRAKASH,EQ,45.9,46.5,45.6,46.25,46.4,45.25,34663,1600516.1,27-OCT-2019,323,INE603A01013,
PRAXIS,BE,70,72,65.4,71.3,72,68.8,62,4419.6,27-OCT-2019,9,INE546Y01022,
PRECAM,EQ,30,30.55,29.6,30.1,30.45,28.9,17493,526473.25,27-OCT-2019,131,INE484I01029,
PRECOT,EQ,24.15,24.15,24.15,24.15,24.15,25.05,300,7245,27-OCT-2019,2,INE283A01014,
PRECWIRE,EQ,165,167.5,160.6,165.3,162,161,3748,618823.35,27-OCT-2019,112,INE372C01029,
PREMEXPLN,EQ,175,176.75,168.55,174.9,175.4,174.1,155,26758,27-OCT-2019,30,INE863B01011,
PREMIERPOL,EQ,18,19.9,17.3,18.25,19,18,1098,19627,27-OCT-2019,23,INE309M01012,
PRESSMN,EQ,20.45,20.9,20.3,20.5,20.75,19.85,3047,62582.75,27-OCT-2019,41,INE980A01023,
PRESTIGE,EQ,300,306,296.35,301.7,301.55,299.8,22597,6819507.65,27-OCT-2019,877,INE811K01011,
PRICOLLTD,EQ,32.1,32.45,32.05,32.2,32.2,32.05,8047,259221,27-OCT-2019,147,INE726V01018,
PRIMESECU,EQ,41,43,40.1,42.45,42.9,41.2,10869,459869.55,27-OCT-2019,74,INE032B01021,
PROVOGE,BE,1.15,1.15,1.15,1.15,1.15,1.1,45840,52716,27-OCT-2019,36,INE968G01033,
PROZONINTU,EQ,19.6,19.6,18.2,18.8,18.75,18.95,7218,134664.75,27-OCT-2019,50,INE195N01013,
PRSMJOHNSN,EQ,72.55,74.9,72.55,74.4,74.75,73.5,32338,2386652,27-OCT-2019,327,INE010A01011,
PSB,EQ,18.3,18.4,18.05,18.35,18.35,18,9194,168162.8,27-OCT-2019,94,INE608A01012,
PSPPROJECT,EQ,549,554.4,532.05,546.65,544,539.65,4179,2273045.95,27-OCT-2019,333,INE488V01015,
PSUBNKBEES,EQ,254.95,255.57,251,254.98,253,252.68,507,129249.98,27-OCT-2019,30,INF732E01110,
PTC,EQ,56,56.3,55.7,56.05,56.15,55.7,95696,5366539,27-OCT-2019,710,INE877F01012,
PTL,EQ,38,38,36.1,37.05,37,36.55,1470,54768.85,27-OCT-2019,37,INE034D01031,
PUNJABCHEM,EQ,543.95,555,543.95,549.25,549.9,539.5,3579,1977251.05,27-OCT-2019,99,INE277B01014,
PUNJLLOYD,BZ,0.85,0.95,0.85,0.9,0.95,0.9,101893,92657.45,27-OCT-2019,65,INE701B01021,
PURVA,EQ,61.95,62,61.1,61.75,61.8,61.05,9709,599594.1,27-OCT-2019,136,INE323I01011,
PVR,EQ,1789.95,1791.85,1750,1766.45,1760.55,1782.6,47931,84802982.5,27-OCT-2019,2610,INE191H01014,
QGOLDHALF,EQ,1708,1715,1705,1707.6,1706,1708.2,1187,2029397.75,27-OCT-2019,114,INF082J01010,
QNIFTY,EQ,1198,1198,1198,1198,1198,1188,10,11980,27-OCT-2019,2,INF082J01028,
QUESS,EQ,473.95,474,467,470.65,472.9,471.2,4740,2236112.05,27-OCT-2019,243,INE615P01015,
QUICKHEAL,EQ,120.5,124.35,120.5,122.95,122.75,121.9,10962,1346208.85,27-OCT-2019,369,INE306L01010,
RADAAN,EQ,1.1,1.1,1.1,1.1,1.1,1.2,500,550,27-OCT-2019,1,INE874F01027,
RADICO,EQ,316,316.6,310.8,314.55,314,314.85,25723,8081250.45,27-OCT-2019,865,INE944F01028,
RADIOCITY,EQ,32.4,32.95,29.9,30.35,30.3,29.75,7846,240443.15,27-OCT-2019,140,INE919I01024,
RAIN,EQ,92,92.6,91,92.1,92.2,91.55,82564,7597119.35,27-OCT-2019,1163,INE855B01025,
RAJESHEXPO,EQ,671.5,674.95,671.5,673.75,674.95,671.45,11390,7665451.2,27-OCT-2019,665,INE343B01030,
RAJRAYON,BZ,0.05,0.05,0.05,0.05,0.05,0.05,90071,4503.55,27-OCT-2019,12,INE533D01024,
RAJSREESUG,EQ,16.65,16.95,16.15,16.6,16.95,16.65,1036,17184.75,27-OCT-2019,9,INE562B01019,
RAJTV,EQ,46.85,46.85,42.55,43.95,45,43.6,548,24914.9,27-OCT-2019,18,INE952H01027,
RALLIS,EQ,162.85,163.9,161,163,163.75,161,26437,4293929.4,27-OCT-2019,499,INE613A01020,
