SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SREEL,EQ,179.9,183,172.1,175.15,174,168.7,1645,288820.65,27-OCT-2019,93,INE099F01013,
SREIBNPNCD,NH,1109,1109,1108.1,1108.19,1108.1,1190,100,110819,27-OCT-2019,2,INE881J07EJ6,
SREIBNPNCD,NO,749,749,749,749,749,725,1,749,27-OCT-2019,1,INE881J08573,
SREINFRA,EQ,8.35,8.4,8.05,8.3,8.35,7.95,212504,1762711.8,27-OCT-2019,362,INE872A01014,
SREINFRA,Y1,711,711,700,700,700,709.96,48,33820,27-OCT-2019,3,INE872A07UB7,
SREINFRA,Y7,1112,1112,1100,1102.18,1102,1130,130,143284.55,27-OCT-2019,10,INE872A07UH4,
SRF,EQ,2872,2874,2842,2853.3,2851,2851.1,17405,49755805.7,27-OCT-2019,1610,INE647A01010,
SRHHYPOLTD,EQ,99.55,104.4,99,102.75,102.75,99.85,153,15592.4,27-OCT-2019,10,INE917H01012,
SRIPIPES,EQ,171.1,174.4,171.1,172.65,173.9,170.25,9296,1607168.5,27-OCT-2019,194,INE943C01027,
SRSLTD,BZ,0.2,0.2,0.15,0.15,0.15,0.15,20678,3167.95,27-OCT-2019,21,INE219H01039,
SRTRANSFIN,EQ,1130,1130,1104,1110.9,1108,1125.15,68918,76813035.5,27-OCT-2019,2840,INE721A01013,
SRTRANSFIN,YH,905.05,930,905.05,930,930,937,2,1835.05,27-OCT-2019,2,INE721A07NT3,
SRTRANSFIN,YO,948,948,948,948,948,950,10,9480,27-OCT-2019,1,INE721A07OB9,
SRTRANSFIN,YR,1000,1004,1000,1004,1004,1005.47,200,200400,27-OCT-2019,3,INE721A07OE3,
SRTRANSFIN,YX,1029.99,1034,1025,1029.37,1025,1015,145,149259.9,27-OCT-2019,5,INE721A07OO2,
SRTRANSFIN,YY,1000.11,1000.11,1000.11,1000.11,1000.11,1089.9,40,40004.4,27-OCT-2019,3,INE721A07OP9,
SRTRANSFIN,YZ,1010,1010,1010,1010,1010,1015,10,10100,27-OCT-2019,1,INE721A07OQ7,
SSWL,EQ,778.9,779,767.05,777.05,774.55,772.75,714,554403.1,27-OCT-2019,44,INE802C01017,
STAMPEDE,EQ,0.65,0.7,0.6,0.7,0.7,0.65,26387,17941.4,27-OCT-2019,11,INE224E01028,
STAN,DR,54.2,56,54.2,56,56,58.05,304,16754,27-OCT-2019,9,INE028L21018,
STAR,EQ,375.5,376,370,371.2,371.85,373,237708,88495972.55,27-OCT-2019,5311,INE939A01011,
STARCEMENT,EQ,95,95.15,94.75,94.95,95,94.7,5964,566276.1,27-OCT-2019,128,INE460H01021,
STARPAPER,EQ,104,104,101.25,102.6,103.4,103.1,30153,3097481.15,27-OCT-2019,476,INE733A01018,
STCINDIA,EQ,57.75,59.3,57.1,58.3,58.7,56.7,28193,1639868.1,27-OCT-2019,263,INE655A01013,
STEELCITY,EQ,32,32,30.65,30.95,30.65,28.95,106,3282.2,27-OCT-2019,4,INE395H01011,
STEELXIND,EQ,10.65,11,10.15,10.55,10.9,10.9,2126,22365.15,27-OCT-2019,21,INE503B01013,
STEL,EQ,65.8,70.05,65.6,68.45,68,65.95,2862,197666.9,27-OCT-2019,25,INE577L01016,
STERTOOLS,EQ,153.95,156.95,147.2,149.45,150,148.3,1036,157070.6,27-OCT-2019,67,INE334A01023,
STRTECH,EQ,127,130.8,127,128.75,129,124.85,575037,74332262.9,27-OCT-2019,8268,INE089C01029,
SUBEX,EQ,5.05,5.55,5,5.4,5.5,4.95,2083477,11220570.1,27-OCT-2019,375,INE754A01014,
SUBROS,EQ,241.95,242.9,237,241,241,240.5,16206,3892849.05,27-OCT-2019,582,INE287B01021,
SUDARSCHEM,EQ,400,414.4,399.9,405.3,404.6,396.75,117066,47545931.2,27-OCT-2019,3662,INE659A01023,
SUJANAUNI,BE,0.2,0.2,0.15,0.2,0.2,0.15,24306,4701.1,27-OCT-2019,10,INE216G01011,
SUMEETINDS,EQ,1.8,1.85,1.7,1.7,1.75,1.75,20076,34732.45,27-OCT-2019,65,INE235C01010,
SUMIT,EQ,22.5,23.5,21.8,22.45,22,21.9,7624,171918.65,27-OCT-2019,62,INE748Z01013,
SUMMITSEC,EQ,445.1,461.05,445.1,451.75,452,457.05,281,127231.9,27-OCT-2019,97,INE519C01017,
SUNCLAYLTD,EQ,2040,2043,1985.05,2023.55,2020,1982.9,458,928130.45,27-OCT-2019,112,INE105A01035,
SUNDARAM,EQ,1.5,1.5,1.45,1.5,1.45,1.45,45304,67107.25,27-OCT-2019,37,INE108E01023,
SUNDARMFIN,EQ,1613.1,1625.95,1612,1614,1613.5,1623.05,1389,2244077.9,27-OCT-2019,190,INE660A01013,
SUNDARMHLD,EQ,74.9,74.9,71.35,72.55,73.1,71.1,3850,280511.65,27-OCT-2019,96,INE202Z01029,
SUNDRMBRAK,EQ,246.05,249.65,244.5,246.5,248.5,243.5,158,38900.95,27-OCT-2019,19,INE073D01013,
SUNDRMFAST,EQ,484.45,489.4,472.15,482.35,480.9,480.2,11126,5373215.5,27-OCT-2019,529,INE387A01021,
SUNFLAG,EQ,25.1,25.1,23.8,24.15,24.2,24.5,46639,1129738,27-OCT-2019,338,INE947A01014,
SUNPHARMA,EQ,416.05,419.8,416.05,417.75,417,417.5,359082,150083514.25,27-OCT-2019,7411,INE044A01036,
SUNTECK,EQ,419.1,421.65,415.75,417.7,418.5,417.55,39304,16436348.05,27-OCT-2019,1102,INE805D01034,
SUNTV,EQ,534.2,536.4,525,531.25,531.9,531.6,80643,42920147.5,27-OCT-2019,2075,INE424H01027,
SUPERHOUSE,EQ,88.9,88.9,83.1,85.7,84.05,85.3,1006,86144.85,27-OCT-2019,40,INE712B01010,
SUPERSPIN,EQ,4.1,4.1,4,4.05,4,3.8,1146,4690.1,27-OCT-2019,8,INE662A01027,
SUPPETRO,EQ,171.95,179.6,171.95,172.5,172.25,171.75,7204,1246713.75,27-OCT-2019,88,INE663A01017,
SUPRAJIT,EQ,181.85,182.9,175.15,181.55,181.15,181.85,1307,235125.6,27-OCT-2019,94,INE399C01030,
SUPREMEIND,EQ,1190,1221,1190,1205.7,1199,1174.4,8712,10509335.55,27-OCT-2019,1154,INE195A01028,
SUPREMEINF,BZ,9,9.85,9,9.85,9.85,9.4,443,4008.15,27-OCT-2019,7,INE550H01011,
SURANASOL,EQ,5.85,5.85,5.5,5.55,5.8,5.85,778,4339.25,27-OCT-2019,14,INE272L01022,
SURANAT&P,EQ,3.6,3.8,3.3,3.8,3.8,3.5,465,1567.5,27-OCT-2019,3,INE130B01031,
SURYALAXMI,EQ,18.25,18.85,18.25,18.3,18.3,18.25,952,17422.15,27-OCT-2019,11,INE713B01026,
SURYAROSNI,EQ,168.95,170.9,168,169.85,170.5,167.7,8097,1373491.15,27-OCT-2019,286,INE335A01012,
SUTLEJTEX,EQ,28.95,29,28.2,28.45,28.5,27.4,6660,189671.15,27-OCT-2019,28,INE645H01027,
SUULD,SM,19.15,19.15,19.15,19.15,19.15,18.25,8000,153200,27-OCT-2019,1,INE591Q01016,
SUVEN,EQ,295.9,298.7,293,295.8,296.1,294,48394,14347874.55,27-OCT-2019,840,INE495B01038,
SUZLON,EQ,2.65,2.65,2.55,2.6,2.65,2.55,1965424,5153624.5,27-OCT-2019,5039,INE040H01021,
SVLL,SM,106.7,106.7,106.7,106.7,106.7,106.35,1000,106700,27-OCT-2019,1,INE00CE01017,
SWANENERGY,EQ,105.45,105.55,104.75,105.2,105.05,103.5,32244,3393926.85,27-OCT-2019,66,INE665A01038,
SWARAJENG,EQ,1100,1148,1100,1140.45,1147.85,1098.9,1691,1918804.1,27-OCT-2019,233,INE277A01016,
SWELECTES,EQ,122.9,123.05,114.25,118.75,118.65,122.3,2641,318472.1,27-OCT-2019,48,INE409B01013,
SWSOLAR,EQ,596,596.9,585,590.95,594.7,586.7,8824,5242674.15,27-OCT-2019,367,INE00M201021,
SYMPHONY,EQ,1195,1234,1195,1224.3,1231,1210.05,1625,1979386.85,27-OCT-2019,308,INE225D01027,
SYNCOM,BE,0.85,0.85,0.8,0.85,0.85,0.8,3150,2675,27-OCT-2019,5,INE602K01014,
SYNDIBANK,EQ,25,25.25,24.75,25,25.15,24.6,76971,1921890.25,27-OCT-2019,516,INE667A01018,
SYNGENE,EQ,327.05,332,325.35,329.15,330,330,18820,6179124.7,27-OCT-2019,832,INE398R01022,
TAINWALCHM,EQ,58,58,52,54.95,53.9,51.55,1064,58453.9,27-OCT-2019,23,INE123C01018,
TAJGVK,EQ,164.35,166.9,163.1,165.6,166.2,163.45,5621,928279.35,27-OCT-2019,130,INE586B01026,
TAKE,EQ,107,109,105.3,108.1,108,104.6,28590,3079519,27-OCT-2019,527,INE142I01023,
TALBROAUTO,EQ,106.25,107.6,104,106.4,106,106.2,1784,190212,27-OCT-2019,68,INE187D01011,
TALWALKARS,EQ,3.45,3.45,3.45,3.45,3.45,3.3,5455,18819.75,27-OCT-2019,14,INE502K01016,
TALWGYM,EQ,4.3,4.3,4.05,4.05,4.05,4.25,7997,32739.35,27-OCT-2019,40,INE627Z01019,
TANLA,EQ,48.2,50,48,49,48.6,48,51350,2537855.5,27-OCT-2019,305,INE483C01032,
TANTIACONS,BE,1.15,1.15,1.1,1.1,1.1,1.15,775,852.55,27-OCT-2019,7,INE388G01018,
TARMAT,EQ,25.4,25.6,25.4,25.55,25.5,24.4,1480,37739.5,27-OCT-2019,13,INE924H01018,
TASTYBITE,EQ,10008.55,10079.9,9922,9990.05,10060,9931.6,221,2208148.9,27-OCT-2019,51,INE488B01017,
TATACHEM,EQ,609.9,616.8,609.85,614.7,613.6,609.65,49384,30335536.95,27-OCT-2019,1352,INE092A01019,
TATACOFFEE,EQ,79,79,77.7,78.6,78.5,77.15,118893,9349313.65,27-OCT-2019,1317,INE493A01027,
TATACOMM,EQ,358,358,350,355.55,357,355.75,4432,1571845.7,27-OCT-2019,262,INE151A01013,
TATAELXSI,EQ,781,793,778.4,787.3,784.75,761.5,529897,417681705.7,27-OCT-2019,18959,INE670A01012,
TATAGLOBAL,EQ,279.6,281.65,278.15,279.85,280,279.6,277674,77669176.5,27-OCT-2019,3037,INE192A01025,
TATAINVEST,EQ,827.6,834.8,819.95,828.6,827.5,820.8,10713,8869793.7,27-OCT-2019,643,INE672A01018,
TATAMETALI,EQ,576,593,572.25,575.35,573,570.5,3776,2180014.5,27-OCT-2019,334,INE056C01010,
TATAMOTORS,EQ,139.5,150.7,139.5,147.7,149.5,126.85,39490461,5833420997.7,27-OCT-2019,163321,INE155A01022,
TATAMTRDVR,EQ,63.3,68.3,63.3,67.15,68.1,57.55,4637674,310413766.45,27-OCT-2019,17631,IN9155A01020,
TATAPOWER,EQ,58.45,58.6,57.65,58.15,58.25,57.6,674171,39313777.35,27-OCT-2019,2783,INE245A01021,
TATASTEEL,E1,38.75,39,38.05,38.55,38.65,37.95,45265,1743978.9,27-OCT-2019,335,IN9081A01010,
TATASTEEL,EQ,363.8,365.55,363.1,365,365.55,362.25,1082016,394720148.25,27-OCT-2019,12377,INE081A01012,
TATASTLBSL,EQ,22.95,23,22.75,22.9,22.95,22.6,150118,3432768.25,27-OCT-2019,462,INE824B01021,
TATASTLLP,EQ,388.25,401.95,388.25,396.8,396.9,387,7159,2832739.9,27-OCT-2019,322,INE674A01014,
TBZ,EQ,47.1,47.7,45.55,46.4,46.45,48.15,70213,3267241.95,27-OCT-2019,959,INE760L01018,
TCFSL,NB,1035,1035,1033.01,1033.01,1033.01,1035,30,31030.1,27-OCT-2019,3,INE306N07KD6,
TCFSL,ND,1050,1057.99,1050,1057.99,1057.99,1053.33,25,26354.9,27-OCT-2019,3,INE306N07KF1,
TCFSL,NF,1100,1100,1100,1100,1100,1083,15,16500,27-OCT-2019,2,INE306N08292,
TCFSL,NH,1034,1034,1034,1034,1034,1028,1,1034,27-OCT-2019,1,INE306N07LI3,
TCFSL,NL,1045,1045,1040.01,1040.32,1040.01,1025,775,806394,27-OCT-2019,8,INE306N07LM5,
TCFSL,NN,1065,1065,1065,1065,1065,1070,10,10650,27-OCT-2019,1,INE306N08342,
TCI,EQ,275.15,284.4,272.25,280.55,281.5,277.4,4005,1124183.25,27-OCT-2019,130,INE688A01022,
TCIDEVELOP,EQ,361.95,375,361.95,375,375,350.75,15,5494.75,27-OCT-2019,3,INE662L01016,
TCIEXP,EQ,711,728.95,711,722.8,724,717.2,4635,3350872.6,27-OCT-2019,207,INE586V01016,
TCIFINANCE,EQ,9,9.25,8.3,8.75,9,8.8,4121,35868.5,27-OCT-2019,74,INE911B01018,
TCNSBRANDS,EQ,750,750,720.7,727.65,728,727.05,567,411445.9,27-OCT-2019,87,INE778U01029,
TCPLPACK,EQ,256.2,265,256.15,263.2,260,257.4,1547,408226.8,27-OCT-2019,44,INE822C01015,
TCS,EQ,2129,2129,2108.8,2115.7,2117.65,2124.95,224421,475130157.2,27-OCT-2019,13145,INE467B01029,
TDPOWERSYS,EQ,145.1,146.75,143.5,145.15,145.9,144.2,4499,651782.95,27-OCT-2019,156,INE419M01019,
TEAMLEASE,EQ,3000,3020,2980,2996,2986.7,2973.2,290,869688.65,27-OCT-2019,107,INE985S01024,
TECHIN,BE,3.65,3.65,3.65,3.65,3.65,3.8,1141,4164.65,27-OCT-2019,2,INE778A01021,
TECHM,EQ,723,737.4,718.5,726.75,735,720.95,194215,141016479.5,27-OCT-2019,4190,INE669C01036,
TECHNOE,EQ,271,274,265.05,265.8,266,270.65,354,94715.75,27-OCT-2019,29,INE285K01026,
TECHNOFAB,BE,34.15,34.15,34.15,34.15,34.15,35.9,90,3073.5,27-OCT-2019,5,INE509K01011,
TEJASNET,EQ,72.55,74.7,71.15,73.4,73.8,73,16050,1172278.5,27-OCT-2019,249,INE010J01012,
TERASOFT,EQ,23,23.9,23,23.45,23.5,22.95,954,22273.3,27-OCT-2019,10,INE482B01010,
TEXINFRA,EQ,43,46.75,43,43.95,44.75,42.7,1485,66351.6,27-OCT-2019,53,INE435C01024,
TEXMOPIPES,EQ,16.75,16.75,15.9,16.25,16.3,15.85,8894,143987.4,27-OCT-2019,145,INE141K01013,
TEXRAIL,EQ,43.15,45.5,43.15,45.05,45.1,43.9,54055,2423828.25,27-OCT-2019,494,INE621L01012,
TFCILTD,EQ,84.5,84.5,78.05,79.45,79.05,78.7,15058,1211234.65,27-OCT-2019,169,INE305A01015,
TFL,EQ,3.95,4.2,3.55,3.6,4.2,3.9,1372,5008.7,27-OCT-2019,11,INE804H01012,
TGBHOTELS,EQ,3.9,3.95,3.65,3.9,3.95,3.8,1065,4178,27-OCT-2019,26,INE797H01018,
THANGAMAYL,EQ,357.85,357.85,350.1,352.35,353,353.75,1752,618855.95,27-OCT-2019,112,INE085J01014,
THEINVEST,EQ,137.85,145.7,131,141.4,142,133.75,1911,270771.05,27-OCT-2019,56,INE924D01017,
THEMISMED,BE,285.1,299,285,287.9,298,298.15,482,138307.3,27-OCT-2019,15,INE083B01016,
THERMAX,EQ,1100,1108.5,1080,1094.7,1092.25,1095.2,2273,2485248.85,27-OCT-2019,329,INE152A01029,
THOMASCOOK,EQ,123.8,123.8,119.1,120.85,121.8,119,65206,7874085.9,27-OCT-2019,909,INE332A01027,
THYROCARE,EQ,542.7,564.9,542.7,555.65,559,542.7,9471,5263711.75,27-OCT-2019,747,INE594H01019,
TI,EQ,13.75,13.75,13,13.45,13.65,13.05,13497,181964.05,27-OCT-2019,46,INE133E01013,
TIDEWATER,EQ,4680.05,4737.95,4650,4706.65,4730,4629.7,408,1919230.05,27-OCT-2019,223,INE484C01022,
TIIL,EQ,368.85,373,345.3,367.2,345.3,357.75,185,67865.7,27-OCT-2019,31,INE545H01011,
TIINDIA,EQ,370.15,377,370.15,374.5,373,371.8,4444,1662217.4,27-OCT-2019,208,INE974X01010,
TIJARIA,EQ,8.75,9.3,8.15,8.95,9,8.75,1419,12532.1,27-OCT-2019,17,INE440L01017,
TIL,EQ,194.75,195,184.35,193.2,194.7,188.55,1565,299394.55,27-OCT-2019,114,INE806C01018,
TIMESGTY,EQ,41.75,41.75,28.4,36.75,36.75,34.8,282,9735.6,27-OCT-2019,9,INE289C01025,
TIMETECHNO,EQ,58,64,57.95,62.05,62,57.4,167670,10311258.15,27-OCT-2019,1038,INE508G01029,
TIMKEN,EQ,780,794,776.2,778.85,779.75,778,14602,11406724.9,27-OCT-2019,718,INE325A01013,
TINPLATE,EQ,113.25,114.7,113.25,113.9,114.1,113.25,30075,3430254.35,27-OCT-2019,657,INE422C01014,
TIPSINDLTD,EQ,72.45,72.45,70,70.1,72,71,906,63494.5,27-OCT-2019,12,INE716B01011,
TIRUMALCHM,EQ,70.5,72.9,70,71.35,71.05,70,76228,5431923.55,27-OCT-2019,1003,INE338A01024,
TIRUPATIFL,SM,26.7,26.7,26.7,26.7,26.7,26.55,3200,85440,27-OCT-2019,1,INE319Y01016,
TITAN,EQ,1338.95,1341.8,1315.7,1319.9,1319.5,1335,470394,623624180.9,27-OCT-2019,18062,INE280A01028,
TMRVL,BE,12.8,13.4,12.25,13.2,13.1,12.8,3504,46047.95,27-OCT-2019,50,INE759V01019,
TNPETRO,EQ,37,37,36.2,36.7,36.95,36.3,7189,263070.9,27-OCT-2019,108,INE148A01019,
TNPL,EQ,189.9,190,187.2,188.75,189,186.5,30616,5792278.55,27-OCT-2019,379,INE107A01015,
TOKYOPLAST,EQ,71.45,77,70,77,77,64.2,91278,6911813.25,27-OCT-2019,825,INE932C01012,
TORNTPHARM,EQ,1745,1768,1735,1743.35,1735,1743.8,19686,34442246.95,27-OCT-2019,1229,INE685A01028,
TORNTPOWER,EQ,279.5,279.5,275.6,276.8,276.35,275.75,81046,22464182.8,27-OCT-2019,969,INE813H01021,
TOUCHWOOD,SM,52.3,52.3,52.3,52.3,52.3,49.85,3750,196125,27-OCT-2019,1,INE486Y01013,
TPLPLASTEH,EQ,122.05,126.65,117,120.95,122.25,117.1,1343,162651.2,27-OCT-2019,84,INE413G01014,
TREEHOUSE,BE,5.1,5.55,5.1,5.55,5.55,5.3,23,119.75,27-OCT-2019,4,INE040M01013,
TREJHARA,EQ,13.2,13.85,13.2,13.6,13.85,13.2,328,4459.6,27-OCT-2019,3,INE00CA01015,
TRENT,EQ,548.8,555,541,546.1,541,544,39631,21805600.7,27-OCT-2019,1942,INE849A01020,
TRF,EQ,100.55,101.85,98.5,100.75,100.55,99.45,4368,439825.2,27-OCT-2019,176,INE391D01019,
TRIDENT,EQ,59.15,60.9,59.15,59.8,59.7,59.05,148039,8879751.5,27-OCT-2019,868,INE064C01014,
TRIGYN,EQ,46.35,47.45,43.8,45.9,45.75,47,31835,1471204.45,27-OCT-2019,366,INE948A01012,
TRIL,EQ,7.8,7.85,7.6,7.75,7.85,7.55,25056,194877.75,27-OCT-2019,53,INE763I01026,
TRITURBINE,EQ,95.55,97,95.55,96.7,97,95.45,1508,144927.8,27-OCT-2019,49,INE152M01016,
TRIVENI,EQ,62.95,62.95,62.1,62.65,62.6,62.55,37370,2341278.25,27-OCT-2019,340,INE256C01024,
TTKHLTCARE,EQ,459,470,453.5,466,465,441.05,928,430716.85,27-OCT-2019,89,INE910C01018,
TTKPRESTIG,EQ,6282,6282,6232.4,6266.65,6269,6231.25,610,3825166.8,27-OCT-2019,291,INE690A01010,
TTL,EQ,44.35,44.35,43.8,43.85,43.9,43.75,605,26570.65,27-OCT-2019,9,INE592B01016,
TTML,EQ,2.55,2.7,2.55,2.65,2.7,2.55,173627,460216.55,27-OCT-2019,193,INE517B01013,
TV18BRDCST,EQ,23.4,24.25,23.2,23.95,23.95,22.75,1958427,46677462.45,27-OCT-2019,5229,INE886H01027,
TVSELECT,BE,119.3,119.3,117,117.55,118.5,117.05,4433,522040.2,27-OCT-2019,110,INE236G01019,
TVSMOTOR,EQ,470,472,461,464.9,461.25,464.95,236050,109932696.3,27-OCT-2019,3606,INE494B01023,
TVSSRICHAK,EQ,1760.05,1815,1760,1792.75,1815,1763.3,589,1052355.6,27-OCT-2019,158,INE421C01016,
TVTODAY,EQ,327.4,327.4,322.1,326.25,327,320.8,20075,6541510.45,27-OCT-2019,553,INE038F01029,
TWL,EQ,37.05,38.25,37.05,38.1,38.25,36.75,112655,4273879.55,27-OCT-2019,959,INE615H01020,
UBL,EQ,1350,1355,1315,1324.25,1327,1337.75,57264,75909042.15,27-OCT-2019,2394,INE686F01025,
UCALFUEL,EQ,126,126.1,124.2,125.3,125.45,123.7,2418,302825.8,27-OCT-2019,91,INE139B01016,
UCOBANK,EQ,11.7,11.85,11.6,11.8,11.8,11.65,123039,1447804.85,27-OCT-2019,523,INE691A01018,
UFLEX,EQ,195,197.6,194.15,195.75,196,193.95,5089,995152.5,27-OCT-2019,218,INE516A01017,
UFO,EQ,145,154.4,144.9,146.25,145.95,143.5,16827,2470201.05,27-OCT-2019,378,INE527H01019,
UGARSUGAR,EQ,12.25,12.3,12.1,12.2,12.3,12.1,11477,140237.15,27-OCT-2019,92,INE071E01023,
UJAAS,EQ,3.25,3.4,3.25,3.3,3.25,3.2,229965,757533.75,27-OCT-2019,204,INE899L01022,
UJJIVAN,EQ,277,280,271,276.65,275.9,278.85,666657,184139482.85,27-OCT-2019,7233,INE334L01012,
ULTRACEMCO,EQ,4203,4275,4172,4189.9,4181,4196.6,56626,238136695.75,27-OCT-2019,4009,INE481G01011,
UMANGDAIRY,EQ,37.25,42.1,37.2,39.45,40,38.6,4709,190030.65,27-OCT-2019,72,INE864B01027,
UMESLTD,BE,0.85,0.85,0.85,0.85,0.85,0.85,179,152.15,27-OCT-2019,2,INE240C01028,
UNICHEMLAB,EQ,186.1,189.8,185.35,188.35,188.1,186.7,7911,1489389.2,27-OCT-2019,263,INE351A01035,
UNIINFO,SM,23,25.5,23,25.5,25.5,23.25,16000,375100,27-OCT-2019,6,INE481Z01011,
UNIONBANK,EQ,54,55.65,52.55,53.3,53.3,53.45,1299715,69862184.5,27-OCT-2019,4163,INE692A01016,
UNIPLY,EQ,41.45,43.5,40.7,41.5,41.95,41,76490,3173723.95,27-OCT-2019,266,INE950G01023,
UNITECH,EQ,0.5,0.5,0.45,0.5,0.5,0.45,1345024,662963.3,27-OCT-2019,393,INE694A01020,
UNITEDBNK,EQ,7.3,7.5,7.3,7.4,7.45,7.25,109629,811406,27-OCT-2019,357,INE695A01019,
UNITEDTEA,EQ,282.9,282.95,245.5,265.85,267,253,615,163143.25,27-OCT-2019,22,INE458F01011,
UNITY,BZ,0.2,0.2,0.2,0.2,0.2,0.2,201,40.2,27-OCT-2019,2,INE466H01028,
UNIVCABLES,EQ,153,156.7,153,156.05,156.5,153.45,2530,391872,27-OCT-2019,124,INE279A01012,
UPL,EQ,595,598.45,592,596.1,593,594.6,109875,65504720.1,27-OCT-2019,2297,INE628A01036,
URJA,EQ,1.65,1.65,1.55,1.65,1.65,1.6,504007,809702.2,27-OCT-2019,419,INE550C01020,
USHAMART,EQ,28.4,29,28.3,28.65,28.6,27.85,210768,6058262.4,27-OCT-2019,406,INE228A01035,
UTINEXT50,EQ,278.5,303.85,278.5,292.24,292,277.12,5113,1492920.45,27-OCT-2019,110,INF789FC1N82,
UTINIFTETF,EQ,1221.8,1245.99,1221.8,1244.43,1245.99,1225,18,22353.47,27-OCT-2019,9,INF789FB1X41,
UTISENSETF,EQ,417.99,428,416.45,424.69,428,414.85,225,95232.15,27-OCT-2019,23,INF789FB1X58,
UTTAMSTL,EQ,6.05,6.65,6.05,6.15,6.15,6.05,34635,214295.75,27-OCT-2019,114,INE699A01011,
UTTAMSUGAR,EQ,96.45,96.6,95,95.7,95.45,95.9,9681,928491.7,27-OCT-2019,194,INE786F01031,
UVSL,EQ,0.05,0.1,0.05,0.1,0.1,0.05,1875342,109164.8,27-OCT-2019,207,INE292A01023,
V2RETAIL,EQ,130.55,130.65,121.2,123.35,122.5,133.7,77173,9618263.5,27-OCT-2019,1324,INE945H01013,
VADILALIND,EQ,762,785,760,768,770,752.7,6987,5389729.75,27-OCT-2019,358,INE694D01016,
VAIBHAVGBL,EQ,786.05,950,786.05,833.6,830.05,799.5,6265,5214642.8,27-OCT-2019,579,INE884A01019,
VAKRANGEE,EQ,33.9,34,33,33.5,33.75,33.55,1442182,48349718.1,27-OCT-2019,2721,INE051B01021,
VARDHACRLC,EQ,35.05,35.7,34.95,35.55,35.25,35.25,3018,106534.35,27-OCT-2019,29,INE116G01013,
VARDMNPOLY,BE,1.9,1.9,1.85,1.85,1.85,1.9,300,555.3,27-OCT-2019,6,INE835A01011,
VARROC,EQ,463.35,474.75,460.1,469.2,468.1,463.25,2660,1244334.45,27-OCT-2019,308,INE665L01035,
VASCONEQ,EQ,14,14,13.55,13.9,13.9,13.75,13728,190564.75,27-OCT-2019,104,INE893I01013,
VASWANI,EQ,5,5.5,4.9,5.4,5.05,4.95,1649,8709.7,27-OCT-2019,14,INE590L01019,
VBL,EQ,611.35,627.8,610.45,624.4,627.8,610.8,16016,9951463.95,27-OCT-2019,746,INE200M01013,
VEDL,EQ,144.1,145.15,143.35,144.65,145.1,142.2,1765530,254913581.85,27-OCT-2019,9547,INE205A01025,
VENKEYS,EQ,1714.9,1765,1703.7,1725.05,1723,1700.9,32845,56864864.15,27-OCT-2019,3220,INE398A01010,
VENUSREM,BE,25.95,25.95,25,25.6,25.5,25.2,3331,85279.7,27-OCT-2019,34,INE411B01019,
VERA,SM,126.4,126.4,125,125,125,124.25,3000,377100,27-OCT-2019,2,INE709Z01015,
VERTOZ,SM,175.5,176,175.25,175.6,176,174.25,3600,632100,27-OCT-2019,3,INE188Y01015,
VESUVIUS,EQ,1010,1039,991.5,1013.3,1037.9,991.5,1043,1056663.75,27-OCT-2019,106,INE386A01015,
VETO,EQ,51.05,51.05,48.5,48.85,50.35,49.1,1470,71856.7,27-OCT-2019,45,INE918N01018,
VGUARD,EQ,237.8,240,237,238.45,238.85,237.15,43328,10342402.45,27-OCT-2019,1331,INE951I01027,
VHL,EQ,1420.05,1499,1420.05,1462.5,1485,1401,297,434890.7,27-OCT-2019,35,INE701A01023,
VICEROY,BE,1.3,1.3,1.25,1.3,1.3,1.25,3203,4152.55,27-OCT-2019,25,INE048C01017,
VIDEOIND,BZ,1.45,1.5,1.4,1.45,1.5,1.45,23459,33754.5,27-OCT-2019,36,INE703A01011,
VIDHIING,EQ,63.85,63.9,60.5,63.45,63.6,62.8,15496,973518.2,27-OCT-2019,81,INE632C01026,
VIJIFIN,EQ,0.45,0.45,0.4,0.45,0.4,0.45,4056,1760,27-OCT-2019,21,INE159N01027,
VIKASECO,EQ,2.9,3,2.8,2.9,2.9,2.9,43157,124920.65,27-OCT-2019,163,INE806A01020,
VIKASMCORP,BE,4.15,4.2,3.85,3.95,4,4,333343,1381536.65,27-OCT-2019,97,INE161L01027,
VIKASPROP,EQ,3.75,3.75,3.75,3.75,3.75,3.7,22774,85402.5,27-OCT-2019,23,INE767B01022,
VIKASWSP,EQ,10.35,10.45,10.25,10.3,10.25,10.25,48704,503910.25,27-OCT-2019,127,INE706A01022,
VIMTALABS,EQ,102.35,108,102.35,107.55,106.75,104.95,2293,246554.85,27-OCT-2019,41,INE579C01029,
VINATIORGA,EQ,2143.95,2143.95,2109,2119,2120.3,2099.8,4999,10624118.5,27-OCT-2019,906,INE410B01029,
VINDHYATEL,EQ,899.95,899.95,865.15,885.55,890,867.15,2753,2454317.45,27-OCT-2019,107,INE707A01012,
VINYLINDIA,EQ,61.25,63.05,61.25,62.9,63,61.25,6446,405140.55,27-OCT-2019,132,INE250B01029,
